match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp
12289660,1874,2101,,,,1714578260
12289663,1882,1979,,,,1714497311
12289664,2617,2536,3908,,,1714602228
12289665,,,,,,
12289667,1595,2179,,,,1714577952
12289668,2078,2944,,,,1714498873
12289670,2170,2110,3136,,,1714580992
12289671,4660,2548,,,,1714586011
12289672,3111,2602,,,,1714515728
12289674,,,,,,
12289675,3447,2919,2327,,,1714496384
12289677,1457,2937,2114,,,1714594963
12289678,2719,3050,2628,,,1714495896
12289690,2213,3300,,,,1714501695
12289691,3097,3475,,,,1714585923
12290721,2177,2765,,,,1714548352
12291185,3502,1889,,,,1714482649
12291277,1951,3368,,,,1714563089
12291304,2882,3408,,,,1714487520
12291487,2,2622,,,,1714561940
12291488,2302,295,,,,1714563101
12291489,2883,4694,4971,,,1714570800
12291490,2059,4103,1485,,,1714561665
12291491,3703,1851,,,,1714566148
12291492,4,1093,1899,,,1714558607
12291493,1871,2043,,,,1714563521
12291497,2679,3161,,,,1714567098
12291498,3,5,,,,1714557948
12291506,251,4274,,,,1714557967
12291593,3826,3227,,,,1714487786
12291657,2707,2777,2707,,,1714486965
12291659,2046,4115,,,,1714485120
12291660,1981,1798,,,,1714492128
12291698,3346,2592,2040,,,1714577052
12291700,1955,2236,,,,1714564737
12291702,2294,2158,2675,,,1714564458
12291704,1911,2005,,,,1714568088
12291706,2911,3480,,,,1714558167
12291709,2249,2947,3123,,,1714485557
12291711,2059,2639,2796,,,1714562411
12291712,2749,3251,1644,,,1714486532
12291714,1898,3198,,,,1714492278
12291819,2859,1734,,,,1714489537
12291832,5161,3716,,,,1714491339
12291833,3801,3839,1093,,,1714487405
12292132,2439,4217,2664,,,1714486629
12292140,1172,1728,,,,1714491767
12292146,1940,2038,,,,1714491338
12292148,1999,321,,,,1714483785
12292151,2889,2463,,,,1714486938
12292279,2398,3474,2238,,,1714488733
12292282,2605,3467,7858,,,1714490643
12292287,2663,2737,,,,1714498720
12292484,2631,2831,,,,1714481819
12292485,1778,1268,,,,1714482610
12292487,2090,1622,,,,1714483094
12292489,2461,1937,,,,1714481433
12292490,2628,1829,,,,1714482408
12292491,3384,3267,,,,1714482513
12292492,2652,1713,,,,1714487609
12292681,,,,,,
12292682,,,,,,
12292683,1969,3108,,,,1714499458
12292684,3159,3480,,,,1714499124
12292685,,,,,,
12292688,2470,4098,,,,1714505951
12292689,2101,1781,,,,1714497666
12292691,,,,,,
12292692,,,,,,
12292693,2617,3184,,,,1714498718
12292694,3623,2547,,,,1714506741
12292820,1843,2369,,,,1714592061
12292821,2546,2058,,,,1714492368
12292822,2671,2358,,,,1714498002
12292823,2152,3051,,,,1714599692
12292824,4163,5686,,,,1714590667
12292825,1566,2989,,,,1714491271
12292826,2608,2431,,,,1714508752
12292827,2549,1091,,,,1714504825
12292828,3647,2588,,,,1714592485
12292829,2689,2447,,,,1714503122
12292849,2467,3320,1762,,,1714501005
12292850,2258,2483,,,,1714490189
12292851,1780,3171,2110,,,1714492815
12292852,2394,3596,,,,1714490496
12292853,2719,3117,,,,1714496316
12292860,2061,2654,,,,1714505768
12292861,2779,1695,2602,,,1714514161
12292863,2276,2015,,,,1714498427
12292876,,,,,,
12292877,,,,,,
12292878,,,,,,
12292930,1672,2736,,,,1714586660
12292931,2340,3488,,,,1714584162
12292932,3228,3180,1635,,,1714583212
12292933,3237,1695,718,,,1714601225
12292934,1795,1860,,,,1714597905
12292935,2971,2336,,,,1714579193
12292936,2694,2186,3326,,,1714603414
12292937,1650,2803,,,,1714592285
12292938,2138,4369,2524,,,1714494749
12292939,2790,2747,3059,,,1714503704
12292941,2736,1718,712,,,1714502338
12292942,1910,1996,,,,1714496075
12292943,2780,3303,,,,1714500084
12292944,2546,4123,,,,1714492690
12292945,2695,3080,,,,1714501741
12292946,2306,4954,,,,1714498735
12292947,2098,3117,,,,1714491983
12292948,2038,3085,,,,1714492830
12293427,2231,2970,2979,,,1714535277
12293430,2832,2251,,,,1714532303
12293433,2461,3197,,,,1714556008
12293440,2524,2140,,,,1714544263
12293441,1593,707,,,,1714548986
12293442,2614,2407,,,,1714567307
12293445,2102,1766,,,,1714549638
12293448,2170,2335,,,,1714565193
12293451,2927,3923,,,,1714539002
12293457,2095,1748,,,,1714554865
12293459,1924,3875,,,,1714554746
12293460,2433,3602,,,,1714563326
12293462,1492,1597,,,,1714559287
12293463,2326,2668,,,,1714556621
12293464,2479,2910,2427,,,1714558149
12293465,2239,1861,,,,1714561524
12293466,2588,2620,,,,1714564727
12293468,,,,,,1714556315
12293469,2587,3085,3204,,,1714553532
12293470,3287,2434,,,,1714550843
12293471,2809,3338,,,,1714560145
12293472,1892,2594,,,,1714570307
12293473,3654,3041,3475,,,1714559092
12293474,2885,2806,,,,1714592945
12293475,1307,2659,,,,1714559509
12293476,2568,3896,,,,1714565084
12293477,3253,3326,,,,1714579502
12293478,1319,4192,,,,1714562234
12293480,2738,2558,2147,,,1714564631
12293481,1888,2320,,,,1714566207
12293482,1918,2960,1981,,,1714566041
12293483,4757,59595,,,,1714585160
12293484,1645,2740,,,,1714553686
12293485,2384,2414,,,,1714565056
12293486,1662,1647,,,,1714570099
12293487,2808,3099,,,,1714583327
12293488,2188,2257,,,,1714566018
12293489,,,,,,
12293490,2899,1812,,,,1714581558
12293491,4066,2731,2231,,,1714555970
12293492,2158,8083,,,,1714555060
12293493,1866,2468,,,,1714561959
12293494,3070,3894,,,,1714565082
12293495,2409,3578,,,,1714574607
12293496,1968,2123,2999,,,1714579413
12293497,2734,3784,,,,1714568772
12293498,2731,2484,3539,,,1714557447
12293499,2518,2642,4463,,,1714552492
12293500,2155,1391,,,,1714565542
12293501,1695,2655,4993,,,1714575757
12293502,3660,2891,,,,1714563111
12293503,2394,3152,,,,1714554809
12293505,2287,2927,,,,1714567561
12293506,2768,3020,,,,1714561583
12293507,2803,3731,3826,,,1714576676
12293508,,,,,,1714570760
12293509,3330,3431,2690,,,1714576501
12293510,3780,1941,,,,1714569419
12293513,4245,2160,,,,1714567731
12293516,,,,,,1714568997
12293517,1966,3162,,,,1714556855
12293519,3757,849,,,,1714567950
12293523,1917,2475,,,,1714561997
12293524,1245,2591,1983,,,1714571170
12293525,2328,1660,,,,1714556430
12293527,3319,2004,,,,1714563175
12293528,3345,2126,,,,1714577501
12293529,2920,3341,2016,,,1714565564
12293530,1898,2839,,,,1714567238
12293531,2253,2770,,,,1714573777
12293533,,,,,,
12293534,4868,2857,3180,,,1714576735
12293535,3229,1919,,,,1714572090
12293536,2776,2808,,,,1714555428
12293537,1718,2843,,,,1714563689
12293538,2476,4166,,,,1714555822
12293539,3998,3950,3200,,,1714563234
12293540,1415,2327,,,,1714560120
12293541,1647,2529,,,,1714568002
12293542,2385,3074,,,,1714555532
12293543,2372,3022,,,,1714555075
12293544,1756,1976,,,,1714560978
12293545,2319,2616,,,,1714555343
12293558,2818,1992,1816,,,1714575394
12293559,2549,4325,562,,,1714575991
12293560,2106,2747,,,,1714524832
12293561,3768,3448,4515,,,1714503328
12293562,2427,2532,3494,,,1714499201
12293563,3827,5102,,,,1714523919
12293564,4860,4104,,,,1714588469
12293643,4980,3762,3650,,,1714515213
12293644,3375,2062,,,,1714537400
12293645,2044,2289,,,,1714507833
12293649,4342,2383,2364,,,1714513556
12293650,2434,2627,,,,1714519259
12293651,2032,4518,3381,,,1714529790
12293652,,,,,,
12293653,1473,4380,,,,1714613620
12293656,2391,2431,,,,1714602229
12293657,1598,1843,,,,1714606597
12293726,2878,3416,2231,,,1714553380
12293727,2038,2483,,,,1714554778
12293728,1685,1223,,,,1714567337
12293729,3479,2781,,,,1714571170
12293730,2176,2061,,,,1714568549
12293731,2297,3794,,,,1714559525
12293732,2223,2641,,,,1714556728
12293733,5189,3985,5056,,,1714563864
12293734,2479,3137,,,,1714557046
12293735,2302,2833,,,,1714556977
12293736,2268,2222,2478,,,1714559219
12293737,2151,2046,3148,,,1714558872
12293738,2262,3442,,,,1714556734
12293739,9224,34319,,,,1714581728
12293740,2488,3191,2851,,,1714560309
12293741,9807,3412,,,,1714582239
12293743,2375,5009,,,,1714589415
12293745,3434,2966,,,,1714599080
12293747,1661,3013,,,,1714591008
12293748,1911,1446,,,,1714597088
12293750,2833,3478,,,,1714598870
12293751,2910,1462,,,,1714602444
12293756,2744,2757,,,,1714582316
12293757,3540,2012,,,,1714585834
12293758,4386,2335,,,,1714579151
12293759,2257,2478,,,,1714588456
12293760,3410,3259,,,,1714577828
12293761,1399,2313,,,,1714599510
12294022,1686,3511,,,,1714540712
12294023,2957,2103,,,,1714546820
12294024,2230,1620,2841,,,1714550936
12294025,3048,2435,,,,1714532726
12294026,2989,1562,,,,1714548228
12294027,2970,2018,,,,1714538334
12294068,2262,70683,,,,1714474607
12295042,1738,2453,,,,1714568713
12295043,1693,4241,,,,1714570161
12295044,2812,3287,,,,1714564249
12295045,1951,4237,,,,1714565972
12295046,2161,2696,,,,1714554827
12295047,2007,3519,,,,1714555013
12295048,4915,2813,,,,1714563288
12295101,2671,2004,,,,1714638180
12295102,2744,3084,,,,1714560665
12295103,3738,3983,,,,1714568291
12295104,1892,1673,,,,1714638440
12295105,2015,1723,4054,,,1714577181
12295106,1285,1428,,,,1714583812
12295107,2249,3823,,,,1714559638
12295118,,,,,,
12295121,99780,2699,,,,1714739686
12295130,2411,4140,,,,1714648368
12295143,3067,2167,,,,1714644312
12295144,1932,4263,,,,1714549196
12295145,4224,2769,,,,1714551761
12295148,1519,1925,,,,1714642468
12295149,,,,,,
12295150,,,,,,
12295151,3087,2797,,,,1714572020
12295152,3460,2424,,,,1714577207
12295153,2450,1470,,,,1714550111
12295154,1877,2940,,,,1714549222
12295155,3591,4479,,,,1714554666
12295156,2646,1533,,,,1714550187
12295157,2209,2986,,,,1714554812
12295158,2476,2576,,,,1714562451
12295159,2358,2905,,,,1714561517
12295160,1796,1841,,,,1714554431
12295161,2017,2635,,,,1714555146
12295162,2243,4082,3609,,,1714576235
12295163,2160,3080,,,,1714554660
12295164,2486,1960,,,,1714549758
12295165,2153,2959,2698,,,1714562117
12295172,,,,,,1714641378
12295181,3449,2743,83020,,,1714645746
12295217,1835,3230,,,,1714559034
12295218,1363,1653,,,,1714560749
12295219,2192,2663,,,,1714565068
12295220,3093,2054,,,,1714572946
12295221,3129,2811,1486,,,1714567067
12295222,1865,2000,,,,1714565311
12295223,2324,4998,,,,1714570757
12295227,,,,,,1714547341
12295240,2869,1764,,,,1714557988
12295300,2304,4467,2995,,,1714580519
12295301,3887,2045,,,,1714563010
12295302,,,,,,1714549205
12295303,2108,2818,,,,1714551716
12295304,2152,2127,,,,1714551556
12295305,1288,1709,,,,1714556179
12295306,3840,2948,,,,1714552967
12295352,1259,2568,,,,1714642242
12295353,4050,4402,,,,1714656950
12295369,2494,2373,3363,,,1714645816
12295415,4642,2992,2431,,,1714555255
12295427,2900,3700,,,,1714561034
12295428,2718,2327,5218,,,1714558277
12295429,2808,2817,2296,,,1714552574
12295430,2601,2362,,,,1714569928
12295431,4024,2695,,,,1714559749
12295432,3616,1718,2781,,,1714553082
12295433,4059,3158,,,,1714561116
12295434,2328,4050,3218,,,1714554123
12295435,4404,3750,,,,1714562759
12295487,1603,2979,,,,1714562843
12295488,3647,4078,3917,,,1714557101
12295489,2067,2729,,,,1714557413
12295490,4,4,,,,1714567187
12295491,,,,,,1714549441
12295492,3818,2555,2416,,,1714558694
12295493,3269,2335,,,,1714562055
12295516,3031,1742,,,,1714642200
12295517,4891,2918,,,,1714559804
12295525,2586,3322,2571,,,1714640394
12295535,2311,4232,,,,1714656894
12295538,2182,2413,,,,1714487576
12295539,2535,3072,,,,1714648068
12295550,4155,4346,2317,,,1714649738
12295551,3141,2792,3514,,,1714568439
12295552,1749,3554,1840,,,1714557578
12295553,,,,,,
12295554,2166,2861,3266,,,1714569475
12295555,1641,3446,2332,,,1714573308
12295556,2569,2817,,,,1714554371
12295557,1850,3739,3090,,,1714564118
12295558,2957,2854,2319,,,1714578658
12295588,2601,2181,2520,,,1714657854
12295590,3318,3655,,,,1714574317
12295591,1623,2807,,,,1714556068
12295592,4556,2941,2724,,,1714567232
12295593,2658,3984,4406,,,1714561207
12295614,2987,2125,4968,,,1714654747
12295719,3222,1674,2797,,,1714568680
12295720,2017,2395,,,,1714580703
12295722,1830,4687,,,,1714559006
12295735,2523,1785,,,,1714649554
12295809,199,834,,,,1714492460
12295812,2185,2758,,,,1714649995
12295817,3737,3131,,,,1714643837
12295820,2550,2522,,,,1714550440
12295821,3099,2055,,,,1714558831
12295822,1598,2214,,,,1714549021
12295823,4174,1826,,,,1714564836
12295824,1796,3457,2170,,,1714553093
12295825,2659,3867,,,,1714550490
12295826,2392,3744,3471,,,1714567695
12295831,2359,2870,,,,1714554950
12295832,4772,4089,3816,,,1714572471
12295833,2211,1728,,,,1714549970
12295834,1886,2430,,,,1714560613
12295835,4122,4,,,,1714552744
12295836,2352,2731,,,,1714555525
12295837,2033,2508,,,,1714549439
12295838,2254,2358,,,,1714549651
12295840,1904,1635,,,,1714644613
12295842,3004,3814,,,,1714644505
12295843,,,,,,1714556178
12295844,2436,2271,,,,1714553178
12295845,2473,3304,,,,1714553526
12295846,1892,1590,,,,1714552740
12296103,1916,2123,,,,1714586436
12296104,2246,2622,,,,1714585968
12296105,3545,4071,,,,1714580095
12296106,2179,2822,2799,,,1714580920
12296107,1765,1995,,,,1714577711
12296108,2586,2057,2815,,,1714594203
12296109,3673,3946,3543,,,1714593047
12296151,2709,1783,,,,1714596512
12296152,10518,13823,,,,1714574142
12296153,3992,4849,,,,1714583343
12296154,3568,1860,,,,1714592881
12296155,8831,2062,2524,,,1714583235
12296156,2877,4501,,,,1714595670
12296157,2542,1964,,,,1714590314
12296158,2886,2325,,,,1714589396
12296178,2391,2773,,,,1714594389
12296179,2134,4039,5749,,,1714600461
12296180,3463,57597,,,,1714606139
12296181,2895,1789,,,,1714591675
12296182,1823,2436,,,,1714576222
12296183,3012,5097,2080,,,1714597019
12296184,2957,2111,,,,1714585731
12296185,3239,2542,,,,1714603037
12297018,3160,2833,,,,1714615450
12297020,3051,2101,2177,,,1714617293
12297021,2873,2936,3282,,,1714604031
12297022,2941,3103,,,,1714600802
12297023,1652,3946,1816,,,1714614406
12297024,1987,2518,,,,1714594508
12297025,,,,,,
12297026,,,,,,
12297034,2745,4131,2805,,,1714633287
12297159,1279,1978,,,,1714613527
12297170,2774,2854,,,,1714621844
12297278,3353,2192,,,,1714615526
12297336,2681,2679,2223,,,1714620862
12297534,2967,2494,,,,1714642506
12297556,2251,1541,,,,1714639994
12297559,,,,,,
12297572,2724,2965,3370,,,1714622551
12297576,1655,3044,2345,,,1714652427
12297589,2707,2764,,,,1714570891
12297590,3908,2537,,,,1714644842
12297602,4513,3651,1826,,,1714661382
12297618,2386,2353,2428,,,1714562588
12297633,2709,4049,,,,1714643855
12297637,2557,3786,,,,1714657402
12297638,1663,1924,,,,1714650200
12297639,2706,2698,,,,1714636512
12297640,2322,2216,,,,1714636080
12297641,3688,3736,,,,1714637537
12297668,2196,2493,,,,1714641388
12297671,2267,2264,,,,1714632306
12297674,3747,3907,1916,,,1714637848
12297681,1928,3879,4384,,,1714646745
12297684,1849,418,,,,1714654016
12297685,2606,2733,,,,1714651800
12297726,3282,2709,,,,1714640629
12297727,3011,2420,,,,1714646413
12297740,3374,1880,,,,1714642599
12297741,2034,2069,,,,1714641089
12297748,2579,3624,2591,,,1714636749
12297768,1858,1568,,,,1714652773
12297824,4482,4388,,,,1714638926
12297825,2146,3190,,,,1714645445
12297826,,,,,,1714640181
12297827,3226,5194,,,,1714637057
12297828,3898,2340,,,,1714638014
12297842,1558,5417,2499,,,1714659474
12297843,1926,2682,,,,1714643241
12297844,1690,3507,,,,1714648393
12297878,3243,2171,,,,1714636946
12297879,3355,4430,2417,,,1714657722
12297880,1832,3714,,,,1714644457
12297881,2468,2158,,,,1714640148
12297903,1542,3061,,,,1714638865
12297924,2953,5300,,,,1714633327
12297964,1409,3358,,,,1714635287
12297965,4290,1660,,,,1714646993
12297966,2840,1823,2119,,,1714643289
12297967,2464,2126,,,,1714642010
12297978,2145,2107,,,,1714639533
12297986,2579,3702,2162,,,1714647277
12297990,2365,1720,,,,1714580199
12298012,2816,2802,2547,,,1714644781
12298014,3101,3483,3046,,,1714645958
12298044,2667,2333,,,,1714641807
12298084,3124,3388,3109,,,1714661546
12298086,3234,2052,,,,1714640956
12298087,1773,2626,,,,1714642851
12298088,3887,2696,3678,,,1714648241
12298097,3558,2511,4844,,,1714656956
12298098,2261,2460,,,,1714636342
12298099,1328,1492,,,,1714641555
12298100,2921,3523,2878,,,1714640041
12298101,2445,4504,3446,,,1714646452
12298103,6867,1744,,,,1714661154
12298149,3016,2029,,,,1714641224
12298150,1970,2035,,,,1714640472
12298151,2969,3279,2086,,,1714644665
12298152,3282,3477,4240,,,1714651382
12298153,2813,3329,,,,1714641297
12298187,2425,2651,,,,1714647827
12298211,2367,2848,,,,1714652412
12298213,1597,2297,2075,,,1714645638
12298214,1364,2656,,,,1714642357
12298215,1500,2282,,,,1714656700
12298221,2428,4442,,,,1714646637
12298225,2452,3012,,,,1714644571
12298245,3769,2414,,,,1714652032
12298247,2301,1641,,,,1714657540
12298275,4786,2012,,,,1714650358
12298276,3711,4709,,,,1714645009
12298277,,,,,,1714640732
12298278,2317,3075,,,,1714652653
12298279,3749,1204,3829,,,1714646363
12298336,1743,1786,,,,1714649125
12298337,2040,520,,,,1714652543
12298341,3067,2843,,,,1714654828
12298343,1760,3251,,,,1714643117
12298345,3603,2885,2129,,,1714654914
12298371,2852,2491,,,,1714644759
12298372,2930,3678,,,,1714648098
12298375,3542,3182,,,,1714637789
12298376,1803,1719,,,,1714635542
12298406,2731,2478,,,,1714647220
12298407,3225,4030,,,,1714651688
12298410,1585,284,,,,1714647435
12298411,2946,3326,,,,1714646633
12298430,4297,3893,3699,,,1714661220
12298434,3034,4966,,,,1714647220
12298436,3078,2916,2786,,,1714654383
12298438,2569,2679,,,,1714649280
12298445,2532,4138,,,,1714649060
12298447,2194,2184,,,,1714647112
12298448,2035,2135,,,,1714647657
12298449,3631,2840,2782,,,1714654718
12298450,2125,3926,,,,1714653525
12298451,3441,2693,,,,1714648808
12298452,2681,2162,,,,1714647604
12298457,3271,2298,,,,1714646767
12298492,2402,2453,,,,1714651517
12298541,2923,2589,,,,1714611648
12298630,1577,1563,,,,1714594353
12298718,2491,2191,,,,1714661750
12298767,2038,2471,,,,1714661060
12298791,3197,1920,,,,1714605721
12260078,2519,2531,2121,,,1714577805
12260081,1700,2440,2317,,,1714596710
12260083,,,,,,1714602241
12260084,,,,,,1714673721
12261592,1826,2395,,,,1714660752
12261593,1460,3378,3388,,,1714683541
12261594,1857,2879,,,,1714588492
12276773,3163,2974,,,,1714627769
12276774,1315,4057,,,,1714626056
12276775,2376,1862,,,,1714630358
12276783,2198,2960,2609,,,1714624426
12276806,1781,3149,,,,1714657086
12276807,1620,2296,2987,,,1714665027
12276813,2474,3702,2436,,,1714677913
12276814,2528,2045,,,,1714680674
12276815,,,,,,1714660609
12276816,2343,1946,,,,1714657666
12276818,2395,3222,,,,1714671346
12276819,4128,2357,,,,1714668508
12276824,,,,,,1714674906
12276828,1800,2707,,,,1714694909
12276829,3117,2373,,,,1714689856
12276830,,,,,,1714682855
12276832,2728,2403,,,,1714726555
12276833,1814,1792,3257,,,1714737093
12276834,2748,2384,11604,,,1714728827
12276835,2553,3523,,,,1714744623
12276836,1942,1800,,,,1714736438
12276838,3654,869,2412,,,1714734352
12276839,2253,3550,,,,1714744446
12276841,4527,9427,,,,1714728848
12276844,3246,5292,,,,1714727068
12276846,1654,1914,3452,,,1714737027
12276855,4044,3399,,,,1714666971
12276856,1555,3451,,,,1714672980
12276857,2544,3974,,,,1714647099
12276858,,,,,,1714728467
12276861,2916,3980,1992,,,1714658369
12276862,4134,4023,2796,,,1714664332
12276863,2152,2347,,,,1714643105
12276864,5992,3756,,,,1714658100
12276865,1986,2525,3329,,,1714742630
12276866,1587,3989,3713,,,1714666781
12276924,2159,2165,,,,1714647948
12276925,2758,2188,,,,1714649494
12276926,3207,16214,1706,,,1714746729
12276927,3182,2996,,,,1714646138
12276928,2285,3365,2756,,,1714662594
12276929,3392,3199,2452,,,1714583311
12276934,1415,2212,,,,1714653966
12276937,2064,2040,,,,1714578283
12276938,1489,2429,1975,,,1714654013
12276974,2261,2337,2091,,,1714743011
12276975,3252,2503,,,,1714642298
12276976,2274,2209,,,,1714647354
12276978,2527,3207,2970,,,1714657223
12276979,2219,1833,,,,1714663285
12276981,2241,2583,,,,1714641345
12276982,,,,,,1714735028
12276983,,,,,,1714645564
12276984,3180,3024,3698,,,1714733376
12276986,2601,3380,1976,,,1714650711
12276987,1091,2283,1692,,,1714642510
12287005,2522,2171,,,,1714580423
12287009,4079,3870,,,,1714590408
12287012,2681,4385,,,,1714581008
12288414,,,,,,
12288415,,,,,,
12288416,,,,,,
12288417,1505,1903,,,,1714607219
12288418,,,,,,
12288419,2965,2832,803,,,1714599629
12288420,1774,1988,,,,1714603014
12288421,2137,2342,,,,1714597357
12288918,1871,3493,,,,1714574202
12288919,1812,4552,3647,,,1714577266
12288922,2465,2888,3073,,,1714585020
12288925,4321,1124,,,,1714576899
12288926,2389,4258,2786,,,1714572197
12288931,,,,,,
12288932,2138,2067,,,,1714578243
12289660,1874,2102,,,,1714578260
12289664,2617,2536,3908,,,1714602228
12289667,1596,2180,,,,1714577952
12289670,2169,2110,3135,,,1714580992
12289671,4659,2547,,,,1714586011
12289677,1456,2937,2115,,,1714594963
12289691,3097,3475,,,,1714585923
12291698,3345,2593,2039,,,1714577052
12291704,1910,2005,,,,1714568088
12292820,1843,2369,,,,1714592061
12292823,2153,3050,,,,1714599692
12292824,4162,5686,,,,1714590667
12292828,3646,2587,,,,1714592485
12292930,1671,2735,,,,1714586660
12292931,2340,3489,,,,1714584162
12292932,3227,3181,1634,,,1714583212
12292933,3238,1696,719,,,1714601225
12292934,1796,1859,,,,1714597905
12292935,2970,2335,,,,1714579193
12292936,2694,2185,3325,,,1714603414
12292937,1649,2802,,,,1714592285
12293472,1891,2595,,,,1714570307
12293474,2886,2806,,,,1714592945
12293477,3254,3325,,,,1714579502
12293483,4757,59594,,,,1714585160
12293486,1662,1647,,,,1714570099
12293487,2808,3100,,,,1714583327
12293490,2900,1812,,,,1714581558
12293495,2409,3577,,,,1714574607
12293496,1967,2124,2999,,,1714579413
12293497,2734,3783,,,,1714568772
12293501,1695,2655,4993,,,1714575757
12293505,2286,2927,,,,1714567561
12293507,2803,3731,3826,,,1714576676
12293508,,,,,,1714570760
12293509,3330,3431,2691,,,1714576501
12293510,3780,1941,,,,1714569419
12293516,,,,,,1714568997
12293524,1245,2590,1984,,,1714571170
12293528,3345,2126,,,,1714577501
12293530,1899,2839,,,,1714567238
12293531,2253,2771,,,,1714573777
12293534,4868,2856,3180,,,1714576735
12293535,3228,1920,,,,1714572090
12293541,1647,2529,,,,1714568002
12293558,2817,1992,1816,,,1714575394
12293559,2549,4325,562,,,1714575991
12293564,4859,4104,,,,1714588469
12293652,,,,,,
12293653,1472,4381,,,,1714613620
12293656,2391,2432,,,,1714602229
12293657,1597,1843,,,,1714606597
12293728,1685,1223,,,,1714567337
12293729,3479,2781,,,,1714571170
12293730,2175,2061,,,,1714568549
12293739,9223,34320,,,,1714581728
12293741,9808,3411,,,,1714582239
12293743,2374,5009,,,,1714589415
12293745,3433,2967,,,,1714599080
12293747,1661,3013,,,,1714591008
12293748,1910,1446,,,,1714597088
12293750,2833,3478,,,,1714598870
12293751,2911,1462,,,,1714602444
12293756,2744,2757,,,,1714582316
12293757,3541,2011,,,,1714585834
12293758,4387,2336,,,,1714579151
12293759,2256,2479,,,,1714588456
12293760,3410,3259,,,,1714577828
12293761,1400,2313,,,,1714599510
12295042,1737,2452,,,,1714568713
12295043,1692,4240,,,,1714570161
12295101,2670,2004,,,,1714638180
12295104,1891,1673,,,,1714638440
12295105,2015,1723,4055,,,1714577181
12295106,1286,1428,,,,1714583812
12295110,4534,2226,,,,1714734572
12295121,99780,2698,,,,1714739686
12295130,2410,4140,,,,1714648368
12295137,4029,2772,,,,1714735364
12295143,3067,2167,,,,1714644312
12295148,1518,1925,,,,1714642468
12295151,3088,2797,,,,1714572020
12295152,3459,2424,,,,1714577207
12295162,2243,4082,3610,,,1714576235
12295172,,,,,,1714641378
12295180,3632,2574,,,,1714740544
12295181,3449,2743,83020,,,1714645746
12295220,3093,2053,,,,1714572946
12295223,2325,4997,,,,1714570757
12295300,2303,4467,2995,,,1714580519
12295352,1260,2568,,,,1714642242
12295353,4049,4401,,,,1714656950
12295369,2495,2373,3362,,,1714645816
12295374,3332,3737,2111,,,1714738726
12295430,2600,2362,,,,1714569928
12295438,1843,2515,2726,,,1714743891
12295516,3031,1741,,,,1714642200
