match_id,current_score,display_score,period_1,period_2,period_3,period_4,period_5,period_1_tie_break,period_2_tie_break,period_3_tie_break,period_4_tie_break,period_5_tie_break,normal_time
12289671,3,3,8,7,,,,8,,,,,
12289672,0,0,4,4,,,,,,,,,
12289674,,,,,,,,,,,,,
12289675,1,2,7,6,3,,,4,,,,,
12289677,3,3,0,6,7,,,,,,,,
12289678,2,1,5,7,4,,,,,,,,
12289690,0,1,2,2,,,,,,,,,
12289691,1,0,4,3,,,,,,,,,
12290721,3,3,7,6,,,,,,,,,
12291185,3,2,8,7,,,,7,,,,,
12291277,2,3,6,6,,,,,,,,,
12291304,3,2,7,7,,,,,,,,,
12291487,3,2,6,6,,,,,,,,,
12291488,3,3,6,6,,,,,,,,,
12291489,1,2,4,8,7,,,,8,4,,,
12291490,3,3,6,5,7,,,,,,,,
12291491,1,0,3,1,,,,,,,,,
12291492,3,3,4,7,6,,,,,,,,
12291493,0,0,1,1,,,,,,,,,
12291497,0,1,2,5,,,,,,,,,
12291498,2,3,6,6,,,,,,,,,
12291506,0,1,3,4,,,,,,,,,
12291593,1,1,6,5,,,,5,,,,,
12291657,2,2,7,5,6,,,,,,,,
12291659,3,3,6,7,,,,,,,,,
12291660,3,3,6,7,,,,,,,,,
12291698,3,3,7,4,7,,,,,,,,
12291700,2,3,7,7,,,,,,,,,
12291702,1,2,3,7,4,,,,,,,,
12291704,1,0,2,2,,,,,,,,,
12291706,3,3,7,7,,,,,,,,,
12291709,2,3,2,6,7,,,,,,,,
12291711,2,2,2,6,6,,,,,,,,
12291712,3,3,4,7,6,,,,,,,,
12291714,1,1,3,4,,,,,,,,,
12291819,2,2,7,7,,,,,,,,,
12291832,2,3,7,7,,,,7,,,,,
12291833,2,1,6,3,4,,,,,,,,
12292132,2,1,2,8,4,,,,,,,,
12292140,3,3,6,7,,,,,,,,,
12292146,2,3,7,7,,,,,,,,,
12292148,2,1,6,,,,,,,,,,
12292151,0,1,3,3,,,,,,,,,
12292279,2,2,5,7,6,,,,,,,,
12292282,2,2,4,6,7,,,,,4,,,
12292287,2,3,7,6,,,,,,,,,
12292484,3,2,6,6,,,,,,,,,
12292485,1,0,3,1,,,,,,,,,
12292487,2,2,6,7,,,,,,,,,
12292489,3,2,7,7,,,,,,,,,
12292490,3,3,6,7,,,,,,,,,
12292491,1,0,4,3,,,,,,,,,
12292492,3,3,6,7,,,,,,,,,
12292681,0,1,4,2,,,,,,,,,
12292682,2,3,6,6,,,,,,,,,
12292683,0,1,3,5,,,,,,,,,
12292684,0,0,4,3,,,,,,,,,
12292685,0,0,2,3,,,,,,,,,
12292688,2,3,7,7,,,,,8,,,,
12292689,0,0,4,2,,,,,,,,,
12292691,2,2,3,7,8,,,,,,,,
12292692,0,1,5,6,,,,,,,,,
12292693,2,3,6,7,,,,,,,,,
12292694,0,0,3,2,,,,,,,,,
12292820,0,1,3,1,,,,,,,,,
12292821,2,2,7,6,,,,,,,,,
12292822,2,2,7,7,,,,,,,,,
12292823,2,3,6,6,,,,,,,,,
12292824,3,3,7,8,,,,7,9,,,,
12292825,0,0,2,3,,,,,,,,,
12292826,1,1,4,2,,,,,,,,,
12292827,0,0,4,0,,,,,,,,,
12292828,1,1,6,4,,,,2,,,,,
12292829,0,1,2,3,,,,,,,,,
12292849,2,1,7,5,1,,,,,,,,
12292850,1,0,5,5,,,,,,,,,
12292851,2,2,6,6,6,,,,,,,,
12292852,0,1,4,4,,,,,,,,,
12292853,2,3,7,6,,,,,,,,,
12292860,0,0,2,3,,,,,,,,,
12292861,2,2,4,6,4,,,,,,,,
12292863,1,1,2,0,,,,,,,,,
12292876,3,3,6,7,,,,,,,,,
12292877,2,2,7,7,,,,,,,,,
12292878,3,2,7,7,,,,,,,,,
12292930,0,0,1,4,,,,,,,,,
12292931,2,3,6,7,,,,,,,,,
12292932,2,2,5,7,7,,,,,,,,
12292933,2,2,5,7,2,,,,,,,,
12292934,2,2,7,6,,,,,,,,,
12292935,1,1,6,2,,,,,,,,,
12292936,1,1,6,2,3,,,,,,,,
12292937,1,0,1,3,,,,,,,,,
12292938,1,1,2,7,5,,,,8,,,,
12292939,1,2,5,7,5,,,,,,,,
12292941,2,2,6,1,11,,,,,,,,
12292942,3,2,7,7,,,,,,,,,
12292943,3,3,7,7,,,,,,,,,
12292944,0,1,2,6,,,,,,,,,
12292945,1,0,1,4,,,,,,,,,
12292946,0,0,3,6,,,,,7,,,,
12292947,2,2,7,6,,,,,,,,,
12292948,3,3,7,6,,,,,,,,,
12293427,2,2,7,5,6,,,,,,,,
12293430,1,0,6,3,,,,,,,,,
12293433,3,2,7,6,,,,,,,,,
12293440,3,2,6,6,,,,,,,,,
12293441,1,1,1,0,,,,,,,,,
12293442,1,1,3,3,,,,,,,,,
12293445,0,0,3,1,,,,,,,,,
12293448,1,0,2,2,,,,,,,,,
12293451,1,0,5,6,,,,,,,,,
12293457,1,1,1,2,,,,,,,,,
12293459,0,0,1,6,,,,,,,,,
12293460,1,0,3,4,,,,,,,,,
12293462,1,1,1,2,,,,,,,,,
12293463,1,0,1,3,,,,,,,,,
12293464,3,2,6,5,7,,,,,,,,
12293465,1,0,4,2,,,,,,,,,
12293466,2,2,6,7,,,,,,,,,
12293468,0,0,2,,,,,,,,,,
12293469,1,1,5,6,5,,,,,,,,
12293470,2,2,8,7,,,,8,,,,,
12293471,0,0,4,6,,,,,,,,,
12293472,2,3,7,7,,,,,,,,,
12293473,2,2,4,7,7,,,,,,,,
12293474,3,2,6,6,,,,,,,,,
12293475,1,0,0,2,,,,,,,,,
12293476,0,1,4,7,,,,,2,,,,
12293477,3,3,7,7,,,,,,,,,
12293478,2,3,7,8,,,,,8,,,,
12293480,1,2,7,4,1,,,,,,,,
12293481,2,3,7,6,,,,,,,,,
12293482,1,2,3,6,3,,,,,,,,
12293483,2,2,7,6,,,,8,,,,,
12293484,1,1,2,4,,,,,,,,,
12293485,3,3,7,6,,,,,,,,,
12293486,0,1,1,3,,,,,,,,,
12293487,0,0,5,4,,,,,,,,,
12293488,3,3,7,6,,,,,,,,,
12293489,,,,,,,,,,,,,
12293490,1,1,3,2,,,,,,,,,
12293491,2,2,5,6,7,,,,,,,,
12293492,2,2,6,7,,,,,,,,,
12293493,3,2,6,6,,,,,,,,,
12293494,0,1,2,4,,,,,,,,,
12293495,2,3,7,7,,,,,,,,,
12293496,2,2,6,2,6,,,,,,,,
12293497,3,3,6,6,,,,,,,,,
12293498,2,3,7,4,7,,,,,,,,
12293499,3,3,3,6,7,,,,,,,,
12293500,0,1,3,0,,,,,,,,,
12293501,2,2,2,6,6,,,,,5,,,
12293502,0,1,4,3,,,,,,,,,
12293503,3,2,6,6,,,,,,,,,
12293505,1,0,5,5,,,,,,,,,
12293506,3,2,6,7,,,,,,,,,
12293507,2,2,7,6,6,,,,,,,,
12293508,0,0,3,,,,,,,,,,
12293509,2,2,7,5,7,,,,,,,,
12293510,2,2,6,7,,,,,,,,,
12293513,1,1,7,3,,,,3,,,,,
12293516,0,1,3,,,,,,,,,,
12293517,3,3,7,7,,,,,,,,,
12293519,2,2,8,3,,,,,,,,,
12293523,2,3,6,7,,,,,,,,,
12293524,2,3,6,2,7,,,,,,,,
12293525,2,3,7,6,,,,,,,,,
12293527,2,2,7,6,,,,,,,,,
12293528,3,2,6,7,,,,,,,,,
12293529,3,2,4,7,7,,,,,,,,
12293530,3,2,6,7,,,,,,,,,
12293531,1,0,1,3,,,,,,,,,
12293533,,,,,,,,,,,,,
12293534,3,3,6,6,8,,,4,,,,,
12293535,0,0,4,1,,,,,,,,,
12293536,0,0,4,2,,,,,,,,,
12293537,0,1,2,4,,,,,,,,,
12293538,3,2,6,8,,,,,,,,,
12293539,3,2,6,7,7,,,,,,,,
12293540,1,1,2,2,,,,,,,,,
12293541,3,3,7,6,,,,,,,,,
12293542,2,2,7,6,,,,,,,,,
12293543,1,0,4,6,,,,,,,,,
12293544,0,0,2,0,,,,,,,,,
12293545,0,0,3,2,,,,,,,,,
12293558,2,3,3,6,7,,,,,,,,
12293559,1,2,6,4,2,,,,,,,,
12293560,1,0,3,1,,,,,,,,,
12293561,1,2,6,7,5,,,,,,,,
12293562,2,2,7,2,6,,,,,,,,
12293563,2,3,8,8,,,,8,10,,,,
12293564,0,1,7,6,,,,5,,,,,
12293643,2,2,8,5,4,,,8,,,,,
12293644,3,3,7,7,,,,8,,,,,
12293645,0,1,4,3,,,,,,,,,
12293649,2,1,7,4,4,,,19,,,,,
12293650,0,0,3,4,,,,,,,,,
12293651,1,2,3,7,3,,,,9,,,,
12293652,0,0,5,5,,,,,,,,,
12293653,3,3,7,7,,,,,8,,,,
12293656,1,1,4,2,,,,,,,,,
12293657,2,2,6,7,,,,,,,,,
12293726,2,2,4,7,7,,,,,,,,
12293727,1,1,4,2,,,,,,,,,
12293728,0,0,0,0,,,,,,,,,
12293729,2,2,7,7,,,,,,,,,
12293730,1,1,4,3,,,,,,,,,
12293731,1,1,3,5,,,,,,,,,
12293732,3,3,6,7,,,,,,,,,
12293733,3,2,7,5,8,,,8,,8,,,
12293734,2,3,7,6,,,,,,,,,
12293735,0,0,5,5,,,,,,,,,
12293736,3,2,3,6,7,,,,,,,,
12293737,2,1,6,2,5,,,,,,,,
12293738,1,0,3,4,,,,,,,,,
12293739,2,2,7,7,,,,,,,,,
12293740,1,2,7,5,3,,,,,,,,
12293741,1,1,5,3,,,,,,,,,
12293743,2,3,7,8,,,,,10,,,,
12293745,3,3,6,7,,,,,,,,,
12293747,0,1,1,3,,,,,,,,,
12293748,0,0,0,1,,,,,,,,,
12293750,0,0,4,5,,,,,,,,,
12293751,0,0,5,0,,,,,,,,,
12293756,2,3,6,6,,,,,,,,,
12293757,3,3,8,7,,,,8,,,,,
12293758,3,2,8,7,,,,8,,,,,
12293759,0,1,3,4,,,,,,,,,
12293760,1,0,6,6,,,,,,,,,
12293761,0,1,0,0,,,,,,,,,
12294022,2,2,6,8,,,,,8,,,,
12294023,2,2,7,6,,,,,,,,,
12294024,3,2,4,6,7,,,,,,,,
12294025,1,0,5,1,,,,,,,,,
12294026,0,0,5,1,,,,,,,,,
12294027,0,1,6,2,,,,4,,,,,
12294068,2,3,7,7,,,,,,,,,
12295042,2,3,7,6,,,,,,,,,
12295043,1,1,0,6,,,,,5,,,,
12295044,2,3,6,6,,,,,,,,,
12295045,2,2,6,7,,,,,,,,,
12295046,3,3,6,7,,,,,,,,,
12295047,2,3,6,7,,,,,,,,,
12295048,1,1,3,5,,,,,,,,,
12295101,0,1,3,2,,,,,,,,,
12295102,2,2,6,6,,,,,,,,,
12295103,0,0,6,3,,,,,,,,,
12295104,0,0,2,0,,,,,,,,,
12295105,1,1,1,7,5,,,,,,,,
12295106,3,2,6,7,,,,,,,,,
12295107,2,3,7,6,,,,,,,,,
12295118,0,0,4,6,,,,,,,,,
12295121,3,2,7,7,,,,,,,,,
12295130,2,2,6,7,,,,,,,,,
12295143,2,3,6,6,,,,,,,,,
12295144,2,2,7,7,,,,,8,,,,
12295145,0,0,5,3,,,,,,,,,
12295148,0,1,0,1,,,,,,,,,
12295149,2,3,6,7,,,,,,,,,
12295150,3,3,7,6,,,,,,,,,
12295151,1,0,5,4,,,,,,,,,
12295152,1,1,4,3,,,,,,,,,
12295153,3,2,6,6,,,,,,,,,
12295154,1,1,2,5,,,,,,,,,
12295155,1,1,5,6,,,,,5,,,,
12295156,0,1,2,1,,,,,,,,,
12295157,1,0,4,5,,,,,,,,,
12295158,0,0,4,3,,,,,,,,,
12295159,1,0,2,2,,,,,,,,,
12295160,2,2,6,7,,,,,,,,,
12295161,3,3,7,7,,,,,,,,,
12295162,3,3,4,6,6,,,,,,,,
12295163,2,2,6,7,,,,,,,,,
12295164,0,0,4,4,,,,,,,,,
12295165,3,3,4,7,7,,,,,,,,
12295172,0,0,5,,,,,,,,,,
12295181,2,1,4,6,5,,,,,,,,
12295217,0,0,1,3,,,,,,,,,
12295218,2,2,6,6,,,,,,,,,
12295219,2,2,6,7,,,,,,,,,
12295220,1,1,4,1,,,,,,,,,
12295221,2,1,6,6,0,,,,,,,,
12295222,1,1,2,1,,,,,,,,,
12295223,0,0,3,7,,,,,7,,,,
12295227,3,2,7,7,,,,,,,,,
12295240,3,2,7,6,,,,,,,,,
12295300,3,2,6,6,7,,,,4,,,,
12295301,0,1,7,2,,,,5,,,,,
12295302,1,1,4,,,,,,,,,,
12295303,0,0,3,3,,,,,,,,,
12295304,1,0,2,1,,,,,,,,,
12295305,0,0,1,2,,,,,,,,,
12295306,3,2,8,7,,,,,,,,,
12295352,3,2,6,6,,,,,,,,,
12295353,3,3,7,8,,,,8,8,,,,
12295369,3,2,3,7,6,,,,,,,,
12295415,1,2,7,7,3,,,6,,,,,
12295427,2,2,7,6,,,,,,,,,
12295428,2,3,7,3,7,,,,,,,,
12295429,1,2,4,6,0,,,,,,,,
12295430,3,3,6,7,,,,,,,,,
12295431,2,3,8,6,,,,11,,,,,
12295432,2,2,7,2,3,,,,,,,,
12295433,2,3,8,7,,,,,,,,,
12295434,3,2,5,7,7,,,,,,,,
12295435,2,2,8,6,,,,9,,,,,
12295487,3,3,6,7,,,,,,,,,
12295488,2,3,6,7,8,,,,8,,,,
12295489,1,1,2,4,,,,,,,,,
12295490,1,1,3,3,,,,,,,,,
12295491,0,1,4,,,,,,,,,,
12295492,2,2,7,2,7,,,,,,,,
12295493,1,0,4,1,,,,,,,,,
12295516,2,2,6,7,,,,,,,,,
12295517,1,0,6,3,,,,4,,,,,
12295525,2,3,7,3,6,,,,,,,,
12295535,3,2,6,8,,,,,7,,,,
12295538,2,3,6,7,,,,,,,,,
12295539,0,1,5,4,,,,,,,,,
12295550,2,2,7,7,2,,,6,,,,,
12295551,3,3,4,6,6,,,,,,,,
12295552,2,3,7,5,6,,,,,,,,
12295553,,,,,,,,,,,,,
12295554,2,3,4,6,6,,,,,,,,
12295555,3,2,6,3,7,,,,,,,,
12295556,3,2,7,6,,,,,,,,,
12295557,3,3,2,6,7,,,,,,,,
12295558,3,3,6,6,7,,,,,,,,
12295588,2,1,7,3,3,,,,,,,,
12295590,0,0,5,6,,,,,6,,,,
12295591,3,3,6,6,,,,,,,,,
12295592,2,3,6,6,6,,,9,,,,,
12295593,2,2,7,1,7,,,,,8,,,
12295614,3,2,4,6,8,,,,,7,,,
12295719,3,2,6,2,6,,,,,,,,
12295720,0,1,1,4,,,,,,,,,
12295722,0,0,1,7,,,,,4,,,,
12295735,1,1,3,0,,,,,,,,,
12295809,0,0,2,1,,,,,,,,,
12295812,0,1,2,3,,,,,,,,,
12295817,1,0,6,3,,,,7,,,,,
12295820,0,0,4,3,,,,,,,,,
12295821,2,3,7,6,,,,,,,,,
12295822,1,0,2,0,,,,,,,,,
12295823,0,1,4,2,,,,,,,,,
12295824,1,2,7,5,1,,,,,,,,
12295825,2,3,6,8,,,,,,,,,
12295826,2,2,4,6,3,,,,,,,,
12295831,3,2,7,6,,,,,,,,,
12295832,2,2,6,7,6,,,4,,,,,
12295833,0,0,2,0,,,,,,,,,
12295834,3,3,7,6,,,,,,,,,
12295835,3,3,7,7,,,,,,,,,
12295836,0,0,2,2,,,,,,,,,
12295837,0,1,1,3,,,,,,,,,
12295838,2,2,7,6,,,,,,,,,
12295840,3,2,7,6,,,,,,,,,
12295842,1,0,3,5,,,,,,,,,
12295843,0,0,5,,,,,,,,,,
12295844,0,1,5,2,,,,,,,,,
12295845,1,1,3,5,,,,,,,,,
12295846,2,3,7,6,,,,,,,,,
12296103,1,1,1,2,,,,,,,,,
12296104,0,1,3,3,,,,,,,,,
12296105,1,0,6,5,,,,3,,,,,
12296106,3,3,5,6,7,,,,,,,,
12296107,0,1,2,3,,,,,,,,,
12296108,3,2,2,6,6,,,,,,,,
12296109,2,2,6,5,1,,,,,,,,
12296151,3,2,7,7,,,,,,,,,
12296152,3,3,7,6,,,,,,,,,
12296153,3,3,7,8,,,,7,7,,,,
12296154,2,2,7,7,,,,,,,,,
12296155,2,1,6,2,2,,,,,,,,
12296156,1,1,4,5,,,,,,,,,
12296157,1,1,6,4,,,,,,,,,
12296158,2,2,7,6,,,,,,,,,
12296178,0,0,2,5,,,,,,,,,
12296179,2,2,4,7,7,,,,8,6,,,
12296180,3,2,6,7,,,,,,,,,
12296181,1,1,3,1,,,,,,,,,
12296182,1,0,2,2,,,,,,,,,
12296183,3,3,6,7,6,,,,4,,,,
12296184,0,0,5,0,,,,,,,,,
12296185,1,0,3,4,,,,,,,,,
12297018,1,0,4,5,,,,,,,,,
12297020,1,1,4,7,4,,,,,,,,
12297021,1,2,6,4,4,,,,,,,,
12297022,0,1,5,5,,,,,,,,,
12297023,3,3,6,6,6,,,,8,,,,
12297024,3,3,6,7,,,,,,,,,
12297025,,,,,,,,,,,,,
12297026,,,,,,,,,,,,,
12297034,3,2,5,7,6,,,,,,,,
12297159,3,3,7,7,,,,,,,,,
12297170,3,3,7,7,,,,,,,,,
12297278,3,3,8,7,,,,,,,,,
12297336,2,2,7,6,6,,,,,,,,
12297534,1,0,4,1,,,,,,,,,
12297556,3,3,7,7,,,,,,,,,
12297559,3,2,6,6,,,,,,,,,
12297572,3,3,6,4,8,,,,,7,,,
12297576,2,2,2,7,2,,,,,,,,
12297589,2,2,6,7,,,,,,,,,
12297590,2,2,6,7,,,,,,,,,
12297602,2,1,7,2,0,,,,,,,,
12297618,3,2,4,7,7,,,,,,,,
12297633,1,1,3,4,,,,,,,,,
12297637,2,2,6,6,,,,,,,,,
12297638,3,2,6,7,,,,,,,,,
12297639,0,1,1,3,,,,,,,,,
12297640,3,2,7,7,,,,,,,,,
12297641,0,0,6,5,,,,,,,,,
12297668,0,0,2,3,,,,,,,,,
12297671,2,2,6,6,,,,,,,,,
12297674,2,1,6,7,1,,,5,,,,,
12297681,3,3,6,5,7,,,,,,,,
12297684,2,2,7,0,,,,,,,,,
12297685,2,3,7,7,,,,,,,,,
12297726,0,0,5,2,,,,,,,,,
12297727,1,0,2,3,,,,,,,,,
12297740,1,1,5,3,,,,,,,,,
12297741,0,0,1,0,,,,,,,,,
12297748,3,3,3,6,6,,,,,,,,
12297768,0,0,2,2,,,,,,,,,
12297824,2,3,7,7,,,,,,,,,
12297825,3,2,6,7,,,,,,,,,
12297826,,,,,,,,,,,,,
12297827,0,0,4,7,,,,,4,,,,
12297828,1,0,6,3,,,,3,,,,,
12297842,3,3,6,6,7,,,,5,,,,
12297843,1,1,2,4,,,,,,,,,
12297844,0,0,2,6,,,,,,,,,
12297878,2,2,7,6,,,,,,,,,
12297879,3,3,3,7,6,,,,,,,,
12297880,1,1,0,6,,,,,,,,,
12297881,2,3,6,7,,,,,,,,,
12297903,2,2,7,7,,,,,,,,,
12297924,2,2,8,8,,,,,8,,,,
12297964,1,1,1,7,,,,,6,,,,
12297965,1,1,6,1,,,,,,,,,
12297966,2,3,6,1,6,,,,,,,,
12297967,1,0,2,3,,,,,,,,,
12297978,2,2,6,6,,,,,,,,,
12297986,2,1,6,6,3,,,,,,,,
12297990,1,1,4,2,,,,,,,,,
12298012,3,2,4,6,7,,,,,,,,
12298014,2,2,5,8,6,,,,,,,,
12298044,2,2,6,7,,,,,,,,,
12298084,2,3,6,5,6,,,,,,,,
12298086,1,1,4,0,,,,,,,,,
12298087,2,3,7,6,,,,,,,,,
12298088,3,2,7,7,8,,,4,,,,,
12298097,2,2,7,3,6,,,,,,,,
12298098,2,3,7,6,,,,,,,,,
12298099,1,0,0,2,,,,,,,,,
12298100,3,3,8,6,7,,,,,,,,
12298101,1,2,4,7,3,,,,9,,,,
12298103,2,3,7,6,,,,10,,,,,
12298149,2,2,7,7,,,,,,,,,
12298150,0,1,2,0,,,,,,,,,
12298151,3,3,3,6,6,,,,,,,,
12298152,2,3,5,8,7,,,,,,,,
12298153,1,1,4,4,,,,,,,,,
12298187,1,1,3,5,,,,,,,,,
12298211,0,1,4,4,,,,,,,,,
12298213,1,1,0,7,2,,,,,,,,
12298214,2,3,7,6,,,,,,,,,
12298215,0,0,1,2,,,,,,,,,
12298221,1,1,3,6,,,,,6,,,,
12298225,2,2,6,6,,,,,,,,,
12298245,0,1,5,4,,,,,,,,,
12298247,3,3,7,6,,,,,,,,,
12298275,3,2,7,7,,,,8,,,,,
12298276,2,3,8,8,,,,7,,,,,
12298277,,,,,,,,,,,,,
12298278,3,3,6,7,,,,,,,,,
12298279,1,2,3,7,7,,,,,5,,,
12298336,3,2,6,7,,,,,,,,,
12298337,1,2,6,1,,,,,,,,,
12298341,0,1,5,2,,,,,,,,,
12298343,3,2,6,6,,,,,,,,,
12298345,2,2,7,2,2,,,8,,,,,
12298371,1,1,3,2,,,,,,,,,
12298372,2,3,7,6,,,,,,,,,
12298375,3,2,8,7,,,,,,,,,
12298376,3,2,6,6,,,,,,,,,
12298406,3,2,7,7,,,,,,,,,
12298407,0,0,5,3,,,,,,,,,
12298410,2,2,7,2,,,,,,,,,
12298411,1,0,4,5,,,,,,,,,
12298430,2,2,7,8,6,,,7,,,,,
12298434,2,3,6,7,,,,,,,,,
12298436,2,3,6,6,7,,,,,,,,
12298438,1,0,4,4,,,,,,,,,
12298445,3,2,6,6,,,,,,,,,
12298447,0,0,2,3,,,,,,,,,
12298448,1,1,2,2,,,,,,,,,
12298449,1,2,6,5,4,,,,,,,,
12298450,3,3,7,7,,,,,,,,,
12298451,1,1,5,4,,,,,,,,,
12298452,2,3,6,7,,,,,,,,,
12298457,3,3,7,6,,,,,,,,,
12298492,2,2,6,6,,,,,,,,,
12298541,1,1,7,5,,,,6,,,,,
12298630,0,1,0,0,,,,,,,,,
12298718,2,3,6,7,,,,,,,,,
12298767,1,1,2,0,,,,,,,,,
12298791,3,3,7,6,,,,13,,,,,
12260078,2,3,4,7,7,,,,,,,,
12260081,3,3,7,3,6,,,,,,,,
12260083,,,,,,,,,,,,,
12260084,0,0,5,,,,,,,,,,
12261592,3,2,7,7,,,,,,,,,
12261593,1,1,6,6,7,,,,,6,,,
12261594,0,0,1,5,,,,,,,,,
12276773,3,2,8,8,,,,,,,,,
12276774,2,2,7,7,,,,,8,,,,
12276775,1,1,3,1,,,,,,,,,
12276783,2,1,3,7,3,,,,,,,,
12276806,2,2,6,6,,,,,,,,,
12276807,2,3,6,2,6,,,,,,,,
12276813,3,2,3,6,6,,,,,,,,
12276814,3,3,8,6,,,,,,,,,
12276815,1,0,2,,,,,,,,,,
12276816,3,2,6,7,,,,,,,,,
12276818,2,2,7,6,,,,,,,,,
12276819,3,3,8,6,,,,,,,,,
12276824,,,,,,,,,,,,,
12276828,3,2,6,7,,,,,,,,,
12276829,2,2,8,7,,,,7,,,,,
12276830,,,,,,,,,,,,,
12276832,0,1,4,3,,,,,,,,,
12276833,2,3,5,6,7,,,,,,,,
12276834,2,2,8,4,6,,,,,,,,
12276835,2,3,7,6,,,,,,,,,
12276836,0,0,3,2,,,,,,,,,
12276838,3,3,7,2,6,,,,,,,,
12276839,1,0,4,7,,,,,6,,,,
12276841,0,1,7,5,,,,4,,,,,
12276844,2,3,8,8,,,,,9,,,,
12276846,2,3,6,3,7,,,,,7,,,
12276855,2,3,8,7,,,,7,,,,,
12276856,1,1,1,5,,,,,,,,,
12276857,0,0,4,0,,,,,,,,,
12276858,,,,,,,,,,,,,
12276861,2,3,3,6,6,,,,,,,,
12276862,3,3,6,7,7,,,,4,,,,
12276863,3,2,7,6,,,,,,,,,
12276864,1,0,6,7,,,,,5,,,,
12276865,2,1,7,1,2,,,,,,,,
12276866,2,2,7,4,7,,,,,,,,
12276924,0,1,3,5,,,,,,,,,
12276925,0,0,5,4,,,,,,,,,
12276926,2,1,5,7,1,,,,,,,,
12276927,3,2,6,6,,,,,,,,,
12276928,2,3,6,6,6,,,,,,,,
12276929,2,3,7,8,6,,,6,,,,,
12276934,0,1,1,1,,,,,,,,,
12276937,2,2,6,6,,,,,,,,,
12276938,3,3,7,3,7,,,,,,,,
12276974,2,1,6,2,1,,,,,,,,
12276975,2,3,6,7,,,,,,,,,
