match_id,tournament_id,tournament_name,tournament_slug,tournament_unique_id,tournament_category_name,tournament_category_slug,user_count,ground_type,tennis_points,has_event_player_statistics,crowd_sourcing_enabled,has_performance_graph_feature,display_inverse_home_away_teams,priority,competition_type
12287011,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,73,Red clay,,True,True,False,True,0,2
12287012,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,True,True,True,False,0,2
12287013,129514,"Porto Alegre, Brazil",porto-alegre-brazil,,Challenger,challenger,71,Red clay,,False,False,False,False,0,2
12288044,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,False,True,True,0,2
12288048,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,True,True,False,0,2
12288050,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,False,True,True,False,0,2
12288414,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,True,True,False,True,0,2
12288415,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,True,True,False,False,0,2
12288416,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,False,False,False,False,0,2
12288417,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,True,False,0,2
12288418,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,25,Red clay,,True,True,False,False,0,2
12288419,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,False,True,0,2
12288420,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,False,False,False,0,2
12288421,129515,"Porto Alegre, Brazil, Doubles",porto-alegre-brazil-doubles,,Challenger,challenger,24,Red clay,,False,True,False,True,0,2
12288918,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,False,True,0,2
12288919,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,True,False,0,2
12288920,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,False,False,True,0,2
12288921,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,False,False,0,2
12288922,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,320,Red clay,175,False,False,True,False,0,2
12288923,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,False,True,False,False,0,2
12288924,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,True,True,False,False,0,2
12288925,129522,"Cagliari, Italy",cagliari-italy,,Challenger,challenger,319,Red clay,175,True,True,False,True,0,2
12288926,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,False,False,0,2
12288929,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,380,Red clay,,True,False,True,True,0,2
12288930,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,True,True,0,2
12288931,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,False,False,False,True,0,2
12288932,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,380,Red clay,,False,True,False,True,0,2
12288933,129518,"Aix en Provence, France",aix-en-provence-france,,Challenger,challenger,383,Red clay,,True,True,False,False,0,2
12289656,129655,"S. Margherita di Pula, Singles Main, M-ITF-ITA-07A",s-margherita-di-pula-singles-main-m-itf-ita-07a,,ITF Men,itf-men,26,Red clay,,True,True,False,False,0,2
12289658,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,False,True,0,2
12289660,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,True,0,2
12289663,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,True,0,2
12289664,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,False,False,0,2
12289665,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,False,True,0,2
12289667,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,True,True,0,2
12289668,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,False,0,2
12289670,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,False,True,0,2
12289671,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,False,0,2
12289672,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,False,0,2
12289674,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,True,0,2
12289675,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,False,False,0,2
12289677,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
12289678,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,True,True,True,0,2
12289690,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
12289691,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,True,0,2
12290721,129510,"Guangzhou, China",guangzhou-china,,Challenger,challenger,143,Hardcourt outdoor,75,False,False,True,True,0,2
12291185,129652,"Lopota, Singles Main, W-ITF-GEO-02A",lopota-singles-main-w-itf-geo-02a,,ITF Women,itf-women,23,Hardcourt outdoor,,False,False,False,True,0,2
12291277,129652,"Lopota, Singles Main, W-ITF-GEO-02A",lopota-singles-main-w-itf-geo-02a,,ITF Women,itf-women,23,Hardcourt outdoor,,True,True,False,False,0,2
12291304,129684,"Varberg, Singles Main, W-ITF-SWE-01A",varberg-singles-main-w-itf-swe-01a,,ITF Women,itf-women,10,Red clay,,False,True,True,False,0,2
12291487,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,False,0,2
12291488,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,False,False,True,0,2
12291489,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,True,0,2
12291490,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,True,True,0,2
12291491,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
12291492,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,False,True,0,2
12291493,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,True,False,False,0,2
12291497,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
12291498,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,False,True,True,False,0,2
12291506,129688,"Hammamet, Singles Main, W-ITF-TUN-22A",hammamet-singles-main-w-itf-tun-22a,,ITF Women,itf-women,13,Red clay,,True,False,True,True,0,2
12291593,129699,"Kursumlijska Banja, Singles Main, W-ITF-SRB-03A",kursumlijska-banja-singles-main-w-itf-srb-03a,,ITF Women,itf-women,21,Red clay,,False,False,False,False,0,2
12291657,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,47,Red clay,,False,False,True,True,0,2
12291659,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,47,Red clay,,False,True,True,True,0,2
12291660,129701,"Wiesbaden, Singles Main, W-ITF-GER-02A",wiesbaden-singles-main-w-itf-ger-02a,,ITF Women,itf-women,48,Red clay,,True,True,True,True,0,2
12291698,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,True,True,True,False,0,2
12291700,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,False,True,True,0,2
12291702,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,True,True,True,True,0,2
12291704,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,True,True,0,2
12291706,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,True,True,True,True,0,2
12291709,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,False,True,True,0,2
12291711,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,False,False,0,2
12291712,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,110,Red clay,125,False,False,False,False,0,2
12291714,129531,"Lleida, Spain",lleida-spain,,Challenger Women,challenger-women,111,Red clay,125,False,True,True,True,0,2
12291819,129704,"Antalya, Singles Main, M-ITF-TUR-17A",antalya-singles-main-m-itf-tur-17a,,ITF Men,itf-men,23,Red clay,,True,False,True,True,0,2
12291832,129703,"Antalya, Singles Main, W-ITF-TUR-17A",antalya-singles-main-w-itf-tur-17a,,ITF Women,itf-women,16,Red clay,,False,False,True,True,0,2
12291833,129616,"Antalya, Singles Qualifying, W-ITF-TUR-17A",antalya-singles-qualifying-w-itf-tur-17a,,ITF Women,itf-women,16,Red clay,,False,False,False,True,0,2
12292132,129716,"Osijek, Singles Main, W-ITF-CRO-04A",osijek-singles-main-w-itf-cro-04a,,ITF Women,itf-women,20,Red clay,,True,True,True,False,0,2
12292140,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,True,False,True,0,2
12292146,129716,"Osijek, Singles Main, W-ITF-CRO-04A",osijek-singles-main-w-itf-cro-04a,,ITF Women,itf-women,20,Red clay,,False,True,True,True,0,2
12292148,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,True,True,False,0,2
12292151,129719,"Osijek, Singles Main, M-ITF-CRO-06A",osijek-singles-main-m-itf-cro-06a,,ITF Men,itf-men,16,Red clay,,True,False,False,False,0,2
12292279,129526,"Saint-Malo, France",saint-malo-france,,Challenger Women,challenger-women,230,Red clay,125,True,True,True,True,0,2
12292282,129724,"Yecla, Singles Main, W-ITF-ESP-20A",yecla-singles-main-w-itf-esp-20a,,ITF Women,itf-women,42,Hardcourt outdoor,,True,False,False,False,0,2
12292287,129724,"Yecla, Singles Main, W-ITF-ESP-20A",yecla-singles-main-w-itf-esp-20a,,ITF Women,itf-women,42,Hardcourt outdoor,,True,False,False,False,0,2
12292484,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
12292485,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,True,True,0,2
12292487,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,False,True,True,False,0,2
12292489,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
12292490,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,False,True,0,2
12292491,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,True,False,False,0,2
12292492,129727,"Nottingham, Singles Main, W-ITF-GBR-13A",nottingham-singles-main-w-itf-gbr-13a,,ITF Women,itf-women,17,Hardcourt outdoor,,True,False,True,False,0,2
12292681,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,True,False,0,2
12292682,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,False,False,0,2
12292683,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,False,False,0,2
12292684,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,False,False,0,2
12292685,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,True,True,True,0,2
12292688,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,False,True,0,2
12292689,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,False,True,False,0,2
12292691,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,False,True,0,2
12292692,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,True,0,2
12292693,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,True,True,0,2
12292694,129733,"Orange Park, Singles Main, M-ITF-USA-09A",orange-park-singles-main-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,False,True,0,2
12292820,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,False,True,0,2
12292821,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,True,True,0,2
12292822,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,True,0,2
12292823,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,False,False,False,0,2
12292824,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,False,0,2
12292825,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,False,0,2
12292826,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,True,False,False,0,2
12292827,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,True,False,True,False,0,2
12292828,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,False,True,0,2
12292829,129667,"Anapoima, Singles Main, W-ITF-COL-01A",anapoima-singles-main-w-itf-col-01a,,ITF Women,itf-women,17,Red clay,,False,True,True,False,0,2
12292849,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,True,False,0,2
12292850,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,True,False,0,2
12292851,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,True,0,2
12292852,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,False,0,2
12292853,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,True,True,False,0,2
12292860,129736,"Bonita Springs, Singles Main, W-ITF-USA-13A",bonita-springs-singles-main-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,False,True,0,2
12292861,129736,"Bonita Springs, Singles Main, W-ITF-USA-13A",bonita-springs-singles-main-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,False,True,True,0,2
12292863,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,True,True,False,0,2
12292876,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,True,0,2
12292877,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,False,False,True,False,0,2
12292878,129664,"Orange Park, Singles Qualifying, M-ITF-USA-09A",orange-park-singles-qualifying-m-itf-usa-09a,,ITF Men,itf-men,14,Red clay,,True,True,True,True,0,2
12292930,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,True,True,0,2
12292931,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
12292932,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,False,0,2
12292933,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,True,True,True,0,2
12292934,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,True,0,2
12292935,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,True,False,False,False,0,2
12292936,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,True,True,True,0,2
12292937,129665,"Anapoima, Singles Main, M-ITF-COL-03A",anapoima-singles-main-m-itf-col-03a,,ITF Men,itf-men,20,Red clay,,False,False,True,True,0,2
12292938,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,True,False,False,False,0,2
12292939,129661,"Bonita Springs, Singles Qualifying, W-ITF-USA-13A",bonita-springs-singles-qualifying-w-itf-usa-13a,,ITF Women,itf-women,23,Red clay,,False,True,True,True,0,2
12292941,129663,"Boca Raton, Singles Qualifying, W-ITF-USA-14A",boca-raton-singles-qualifying-w-itf-usa-14a,,ITF Women,itf-women,14,Red clay,,False,False,False,True,0,2
12292942,129663,"Boca Raton, Singles Qualifying, W-ITF-USA-14A",boca-raton-singles-qualifying-w-itf-usa-14a,,ITF Women,itf-women,14,Red clay,,False,False,False,True,0,2
12292943,129663,"Boca Raton, Singles Qualifying, W-ITF-USA-14A",boca-raton-singles-qualifying-w-itf-usa-14a,,ITF Women,itf-women,14,Red clay,,False,False,False,True,0,2
12292944,129663,"Boca Raton, Singles Qualifying, W-ITF-USA-14A",boca-raton-singles-qualifying-w-itf-usa-14a,,ITF Women,itf-women,14,Red clay,,True,True,True,False,0,2
