match_id,first_to_serve,home_team_seed,away_team_seed,custom_id,winner_code,default_period_count,start_datetime,match_slug,final_result_only
12288923,2,,8,pFNbaJlyc,2,3,1714485000,darderi-tirante,True
12288924,2,,A,HxusxrDb,2,3,1714572900,ugo-carabelli-daniel,True
12288925,2,A,,JigsyQg,2,3,1714579200,coria-fognini,True
12288926,2,,,gxWsOWP,2,3,1714558500,van-de-zandschulp-rinderknech,False
12288929,2,WC,A,YPfsxLn,2,3,1714485000,ramos-vinolas-wawrinka,False
12288930,2,6,,yUIsBlUb,2,3,1714545000,nakashima-martinez,False
12288931,,A,7,NqkuULfc,,3,1714569900,shevchenko-goffin,False
12288932,2,,WC,geHbsEyjc,1,3,1714566600,atmane-gaston,True
12288933,2,A,A,oNfsWBJb,2,3,1714484100,mayot-gasquet,False
12289656,2,,,KgMblhvgd,2,3,1714479000,minighini-iannaccone,False
12289658,2,,,qehesgvid,1,3,1714480200,estevez-price,True
12289660,1,,,jMNsLCFd,2,3,1714581000,tobon-lock,True
12289663,1,,,MoHslqoc,1,3,1714487400,alvarado-berrospi-altamirano,True
12289664,2,,,BoksYcxc,2,3,1714587300,nunez-gomez,False
12289665,,,,DazsNvhb,,3,1714494600,kozarov-zeballos,True
12289667,2,,,LBJbsOjkn,1,3,1714572900,tsitsipas-adams,False
12289668,2,,,hfRcsKVDc,1,3,1714497300,ccuno-torres-murcia,False
12289670,2,,,GGIbsJkkc,2,3,1714584600,heredia-denisov,True
12289671,2,,,ieBbsGAbc,1,3,1714577100,ortenzi-portillo-ramirez,False
12289672,1,,,ChMqJcbb,2,3,1714518000,monroy-fossa-huergo,True
12289674,,,,bmHsUqXc,,3,1714482900,brace-neffa-de-los-rios,False
12289675,1,,,IuysfZC,2,3,1714494600,estable-zhu,False
12289677,2,,,duDbsDBDc,1,3,1714582500,franco-hoyos-franco,True
12289678,2,,,xLgdsxnkd,2,3,1714482900,lizarazo-higuita-barraza,True
12289690,1,,,HaebvPQgd,2,3,1714497900,pena-osorio,False
12289691,2,,,EOQsFldb,2,3,1714573800,hinojosa-gomez-tona,True
12290721,1,,Q,InksELFb,1,3,1714539300,hsu-bai,False
12291185,2,,,YRtcsYhdd,1,3,1714469400,zelinskaya-snigur,False
12291277,1,,,ThMcsBgad,1,3,1714562100,sagandikova-pavlova,True
12291304,2,,,eQkbsJTjd,1,3,1714476000,bergkvist-larsson-saner,False
12291487,1,,,fwAbkwEBb,1,3,1714551300,mazzoni-kulambayeva,True
12291488,2,,,RdebshpFt,1,3,1714561800,lemaitre-rame,True
12291489,2,,,GstslWGb,2,3,1714560600,sziedat-lim,True
12291490,2,,,lcNsfVGb,1,3,1714556700,ganz-bandecchi,True
12291491,2,,,ZxUmugpc,2,3,1714559400,dean-samir,True
12291492,2,,,tqKszPX,1,3,1714549500,ibbou-albie,True
12291493,2,,,JGhbseCtc,2,3,1714558200,gimbrere-cakarevic,False
12291497,2,,,YdPsRCtc,2,3,1714569000,yamazaki-horvit,True
12291498,1,,,BhkseVHd,1,3,1714562100,lopez-shinikova,False
12291506,1,,,wIwsYbnd,2,3,1714558500,quevedo-benoit,False
12291593,2,,,cEqcshCkd,2,3,1714477200,stojanova-zvonaru,True
12291657,2,,,QfUsetyc,1,3,1714479900,schunk-zidansek,False
12291659,2,,,VyOsHKbc,1,3,1714487100,riera-galfi,False
12291660,2,,,KGAsYRnc,1,3,1714484100,middendorf-pigossi,False
12291698,1,1,,hfCsEjTb,1,3,1714575000,navarro-pera,False
12291700,1,,,aLwbsAhQb,1,3,1714568100,mandlik-liu,True
12291702,2,,,cttvkqK,2,3,1714553400,sherif-sasnovich,True
12291704,1,,8,fCqstIu,2,3,1714567200,parrizas-diaz-bogdan,True
12291706,2,3,,QWhsDgMb,1,3,1714551300,rakhimova-rus,False
12291709,1,,5,rpykYmOb,1,3,1714483200,wang-xiy-radanovic,True
12291711,1,6,,kOLsIxO,1,3,1714560000,burillo-escorihuela-kenin,False
12291712,1,,,TeClDbVb,1,3,1714472100,martinez-cirez-gjorcheska,True
12291714,2,,2,CXDskDNb,2,3,1714481400,parks-siniakova,True
12291819,1,,,jwDpsWTGd,1,3,1714491900,karahan-nawaf,True
12291832,1,,,JaCbsDdPd,1,3,1714487400,safiullina-nagata,False
12291833,2,,,LtbdsyRMy,2,3,1714470300,alonso-gudelj,True
12292132,2,,,gzfbswwAc,2,3,1714477200,lovric-gadient,False
12292140,1,,,TNKcsGlLd,1,3,1714494600,voljavec-bielinskyi,False
12292146,1,,,qGncsEWpv,1,3,1714484400,tesankic-juric,True
12292148,2,,,INGsbHIb,1,3,1714490100,lemstra-madarasz,True
12292151,1,,,rUHbUtfd,2,3,1714492500,molder-woerner,False
12292279,1,Q,,EhMsaiWb,1,3,1714479600,tikhonova-shymanovich,False
12292282,1,,,Pjfbszntu,2,3,1714491900,steur-failla,True
12292287,1,,,ejPcxoMYc,1,3,1714497000,lopez-martinez-kostic,False
12292484,2,,,PQAszXhj,1,3,1714475100,weckerle-cadar,False
12292485,2,,,HADsvfJd,2,3,1714483800,simpson-bains,False
12292487,1,,,cemcsszed,1,3,1714477800,ogunwale-sieg,True
12292489,2,,,tUAsebYb,1,3,1714485900,szostak-sugnaux,False
12292490,2,,,KuusYnYc,1,3,1714472400,bubelyte-marcinkevica,False
12292491,2,,,JLhcsgYab,2,3,1714475700,tatu-barnes,True
12292492,2,,,jvkksVoxc,1,3,1714481700,monnot-daley,False
12292681,,,,bBKbsVqDd,2,3,1714480200,voelzke-tavarez-pichardo,True
12292682,,,,UwYdslNgh,1,3,1714484700,castillo-sanchez-sarosi,False
12292683,1,,,nzKbstMgd,2,3,1714486500,razeghi-nefve,True
12292684,2,,,mlnbsYDob,2,3,1714496400,jones-goncalves-ceolin,True
12292685,,,,FOvcipzpd,2,3,1714485600,bigun-phung,True
12292688,2,,,JKacsCfEd,1,3,1714511100,lee-maloney,False
12292689,2,,,uxPoDBrd,2,3,1714493700,woestendick-van-orderlain,False
12292691,,,,QwYmsgyge,2,3,1714480200,farzam-manning,True
12292692,,,,ByQbsDrcj,2,3,1714496400,bobo-vidal,True
12292693,2,,,cDabfRJWb,1,3,1714494600,lyeons-denolly,False
12292694,1,,,dhicsBUug,2,3,1714497900,hartenstein-cabrera,False
12292820,1,,,VTNsedIb,2,3,1714598100,tubello-william,False
12292821,2,,,VBmcsUqXc,1,3,1714481700,brace-nava-elkin,True
12292822,1,,,GrGswrLb,1,3,1714487700,gulin-lodikova,True
12292823,2,,,eCtbsxfed,1,3,1714595100,rakotomanga-rajaonah-romero,True
12292824,1,,,PazsnmH,1,3,1714583400,neffa-de-los-rios-zeballos,False
12292825,1,,,FDBbsuwmd,2,3,1714492500,senties-konishi-camargo-silva,True
12292826,2,,,OLvsWQLi,2,3,1714509900,sanchez-uribe-alves,True
12292827,1,,,FMAcspMDc,2,3,1714491900,baszak-tran,False
12292828,2,,,uZRsWRGh,2,3,1714590900,mediorreal-arias-vidal,False
12292829,1,,,qizbsZtbd,2,3,1714491900,markus-labrana,True
12292849,1,,,SzhsHmtd,2,3,1714503300,jovic-volodko,True
12292850,2,,,yDicsuBnd,2,3,1714493100,osuigwe-bhamidipaty,True
12292851,1,,,Bvrlslxpc,1,3,1714478400,reami-appleton,False
12292852,2,,,pBvsFmOb,2,3,1714491000,osuigwe-anderson,True
12292853,1,,,jkEbsLugd,1,3,1714493100,yamalapalli-rosca,False
12292860,2,,,JifbsBgOb,2,3,1714508700,li-chang,True
12292861,2,,,gDhsqbod,2,3,1714501500,urhobo-lepchenko,False
12292863,2,,,kdZswzuc,2,3,1714495200,karatancheva-flores,False
12292876,,,,UuhdsPWTd,1,3,1714481100,benson-hansch-mauritzson,True
12292877,,,,Hhcislugd,1,3,1714484700,mouesca-haviland,True
12292878,,,,dMUbsRThc,1,3,1714491900,prado-contreras-bermejo,True
12292930,2,,,lLgdsUtrd,2,3,1714587300,vithoontien-castaneda,True
12292931,2,,,tUzbhAOic,1,3,1714581600,alarcon-mejia,True
12292932,2,,,cuXbsASod,1,3,1714574700,garcia-longo-brown,True
12292933,1,,,GPDcsvkRc,,3,1714604400,loof-de-almeida,True
12292934,1,,,euYsjZkd,1,3,1714593000,dos-santos-bertran,False
12292935,1,,,IpkcsQmDc,2,3,1714583400,leal-ogura,True
12292936,2,,,wuDbscKkc,2,3,1714602000,barreiros-reyes-rengifo,True
12292937,2,,,MczcsJlvd,2,3,1714596900,fernandez-pannu,True
12292938,2,,,cXpbsrvJb,2,3,1714478400,kozyreva-okalova,True
12292939,2,,,XqZbsmxpc,2,3,1714498500,rogers-hu,True
12292941,2,,,WEEbsnfTc,1,3,1714491000,gomez-gruber,False
12292942,1,,,YTqdaapFd,1,3,1714498200,crossley-slama,False
12292943,2,,,ywObsVrJd,1,3,1714495500,ekstrand-melosch,False
12292944,1,,,PYkcsrZXd,2,3,1714498200,llewellyn-colling,True
12292945,2,,,BnqdsoUBd,2,3,1714495800,mcneil-webster,False
12292946,2,,,kkTbsiDgd,2,3,1714494000,pursoo-murgett,True
12292947,2,,,gjabswpKb,1,3,1714488300,poling-danailova,True
12292948,1,,,giddsMXVd,1,3,1714488300,frey-reed,True
12293427,1,,,ZbRpKaEb,1,3,1714532400,hontama-birrell,True
12293430,1,,,fNOkEMU,2,3,1714526400,fung-inglis,True
12293433,2,,,arvbsdJEd,1,3,1714550400,yaneva-yushchenko,True
12293440,1,,,PeobsauBb,1,3,1714535400,ma-hartono,False
12293441,1,,,aEkdsqnld,2,3,1714555800,grubor-bulatova,True
12293442,1,,,llYboLDQd,2,3,1714569000,kovackova-atay,False
12293445,1,,,uZNbspbod,2,3,1714547400,sonobe-giraldi-requena,False
12293448,2,,,AeJbsEkPu,2,3,1714569000,tanaskovic-bayerlova,False
12293451,2,,,MJqszufb,2,3,1714526400,shibahara-jang,True
12293457,2,,,WWBbsuxod,2,3,1714545900,heutschi-villet,True
12293459,1,,,AtmcsOIdd,2,3,1714543200,paukstyte-bossi,False
12293460,1,,,Gzhsewye,2,3,1714555800,drakeford-lewis-paszek,False
12293462,1,,,JEBsWdPd,2,3,1714560000,sanchez-ferreira-silva,False
12293463,2,,,iUZsCqbt,2,3,1714555500,zusman-cukierman,False
12293464,1,,,RBdcsPCKc,1,3,1714545300,merida-aguilar-ionel,True
12293465,2,,,UxCbsUDQz,2,3,1714565700,bonding-sanchez-izquierdo,False
12293466,1,,,lArsbJKb,1,3,1714557600,lopez-morillo-collarini,True
12293468,2,,,kcLsOuLb,2,3,1714548600,alvarez-varona-serdarusic,False
12293469,2,,,QXxcsHQDp,2,3,1714545900,buse-rincon,False
12293470,1,,,OyYspcTb,1,3,1714555800,krutykh-gautier,True
12293471,1,,,NTEbsETjd,2,3,1714566000,stromquist-hoedt,False
12293472,1,,,vaCcsoVQd,1,3,1714572900,cvetkovic-pavlou,True
12293473,1,,,TuAssyvQb,1,3,1714550400,haavisto-podlinska,False
12293474,1,,,NqcbsCQHb,1,3,1714592700,nordquist-ponwith,False
12293475,1,,,uZpdsrgae,2,3,1714561200,ivanovic-yesypchuk,False
12293476,1,,,TpCbsiRuc,2,3,1714564800,nguyen-tan-hutchinson,False
12293477,1,,,oTqrjfN,1,3,1714579800,kirchheimer-bangoura,False
12293478,1,,,QgDbsUyTb,1,3,1714552200,belgraver-helmi,False
12293480,1,,,LqeesWOfd,2,3,1714563600,stankovic-obradovic,True
12293481,2,,,HyAsCDKq,1,3,1714561200,nuudi-lazaro-garcia,False
12293482,2,,,bwYcsaxvd,2,3,1714559400,delaunay-rylatt,False
12293483,2,,,drVsLWAc,1,3,1714582200,hietaranta-pieri,False
12293484,2,,,EiHcsDTjd,2,3,1714552800,johansson-van-poppel,True
12293485,1,,,EjWseLmd,1,3,1714565100,neilson-gatenby-stresnakova,True
12293486,2,,,NynbsXEdq,2,3,1714575000,svendsen-rushiti,True
12293487,2,,,FlGcsaZId,2,3,1714574700,quan-lilov,True
12293488,2,,,OlmdsbRpd,1,3,1714558800,cooling-black,False
12293489,,,,ETjcsvkvd,,3,1714556400,sava-toth,True
12293490,2,,,pZGsEAjc,2,3,1714583400,delai-colmegna,False
12293491,1,,,MjbdyBWpd,1,3,1714555800,maric-drugdova,False
12293492,1,,,gaqbsvCDb,1,3,1714543800,toma-kulikova,True
12293493,2,,,nZukcyqc,1,3,1714554300,kartal-omae,True
12293494,2,,,ubVctNkad,2,3,1714569600,hrdinkova-dernikovic,True
12293495,2,,,WqMvsWglc,1,3,1714565100,reyngold-nagy,True
12293496,2,,,lLacsFUwc,1,3,1714566900,rey-garcia-ryser,True
12293497,2,,,WJqcsuTTd,1,3,1714565400,cilekova-ignatjeva,False
12293498,1,,,DQAbsyhgd,1,3,1714542300,vrancken-peeters-karamoko,True
12293499,1,,,vznbvdQfd,1,3,1714551900,casanova-beaupain,False
12293500,1,,,pyfdskqHd,2,3,1714559400,kargina-hansen,False
12293501,1,,,jCqqDZFb,2,3,1714568700,cortez-llorca-yashina,False
12293502,1,,,lgRbsXDmc,2,3,1714549800,alcala-gurri-ben-abdennibi,True
12293503,2,,,rjgstljd,1,3,1714548900,simundza-setkic,False
12293505,2,,,MYUbsArMc,2,3,1714566600,poljicak-paty,False
12293506,1,,,aDdchmWed,1,3,1714558200,ujvary-steiner,False
12293507,1,,,aHjbsdRtd,1,3,1714574700,romano-sultanov,False
12293508,1,,,voUsWbRc,1,3,1714578300,sorger-pichler,True
12293509,2,,,gQxbsysDc,1,3,1714575300,szabanin-robbe,True
12293510,2,,,WCUcsuutd,1,3,1714574100,kriznik-faucon,False
12293513,2,,,gatcsiKtd,2,3,1714571100,piatrouski-saraiva-dos-santos,False
12293516,1,,,jgKbsjyQb,2,3,1714569600,bertimon-parker,True
12293517,1,,,ILUbsjDSc,1,3,1714561200,vogt-romero-gormaz,False
12293519,2,,,nrbcsjQJd,1,3,1714557000,virgili-berini-politowicz,False
12293523,2,,,ElVsupjb,1,3,1714564200,gabric-grabher,False
12293524,1,,,CEvsAqMb,1,3,1714562400,udvardy-mitu,True
12293525,1,,,gxvsiCld,1,3,1714544400,gulin-roca-batalla,True
12293527,1,,,zvpsHCNb,1,3,1714547100,marques-nesterov,False
12293528,2,,,ArQsuPAc,1,3,1714568100,semenistaja-serban,False
12293529,1,,,GWAbsvxuc,1,3,1714560300,yamanaka-makhlouf,True
12293530,1,,,JDQcsGeid,1,3,1714566600,feistel-palicova,False
12293531,1,,,NgTbsmjZb,2,3,1714563000,vandermeersch-benzal-alia,False
12293533,,,,ovWbsdyfc,,3,1714551300,erjavec-chwalinska,False
12293534,1,,,uUzbsXoZb,1,3,1714572600,kumasaka-catarina,True
12293535,2,,,BwpcsyKJc,2,3,1714574700,avdeeva-noha-akugue,True
12293536,2,,,XhKcsBfJd,2,3,1714560300,khazime-crowther,False
12293537,1,,,bqTbsHNYc,2,3,1714560900,seidel-niemeier,True
12293538,1,,,xxtbsyXhc,1,3,1714555800,hamza-reguig-hsu,False
12293539,2,,,JgDbsrIKc,1,3,1714545900,wurth-zavatska,True
12293540,2,,,WfxcsIEQc,2,3,1714554600,cook-wiskandt,True
12293541,2,,,RRpcsYLrc,1,3,1714573800,waldner-araujo,False
12293542,1,,,eyrbsWnZc,1,3,1714549500,lobanov-ribeiro-lago,False
12293543,2,,,ufLbshgtd,2,3,1714554000,szymkowiak-brigida,False
12293544,2,,,PjDsmwbd,2,3,1714549800,singh-kim,True
12293545,1,,,yuRcfeLb,2,3,1714545900,zhu-yamasaki,False
12293558,1,,Q,FnpsROrx,1,3,1714560300,aboian-mena,True
12293559,2,Q,5,EbIjmfKb,1,3,1714576500,reis-da-silva-uchida,True
12293560,2,1,Q,hQbswAH,2,3,1714524900,hemery-sell,False
12293561,2,4,LL,Aodsjfy,2,3,1714500300,oliveira-dutra-da-silva,False
12293562,2,Q,,FlBsticc,1,3,1714497300,justo-sakamoto,True
12293563,2,Q,3,qtvsxQgd,1,3,1714525800,prado-angelo-popko,True
12293564,2,Q,A,YcgcsAnGc,2,3,1714587600,kuzuhara-gimenez,True
12293643,2,,,xhDbskXEb,2,3,1714505400,clark-marrero-curbelo,True
12293644,1,,,QtHsdoEb,1,3,1714528200,maginley-escobedo,True
12293645,1,,,EYGscrWb,2,3,1714499100,ohoisin-bataljin,False
12293649,2,,,dzysgpqd,2,3,1714514400,strode-chappell,False
12293650,2,,,POlbsKaji,2,3,1714520700,magadan-pearson,False
12293651,2,,,PAnbsVIEb,2,3,1714528500,rubio-fierros-strode,True
12293652,,,,glKwszrXb,2,3,1714609500,schachter-van-emburgh,False
12293653,1,,,FQgsWLmd,1,3,1714611000,jauregui-sainz-tomic,False
12293656,2,,,KZXbsKlSc,2,3,1714593600,browning-ilagan,True
12293657,2,,,eCkbshxem,1,3,1714608000,pacheco-mendez-romero-estrada,False
12293726,1,,,QoLcsNgXn,1,3,1714546800,jovic-gueymard-wayenburg,False
12293727,1,,,DundsdGEd,2,3,1714551300,kostic-frusina,False
12293728,1,,,xxpcsRacd,2,3,1714562400,gentzsch-jevtovic,True
12293729,1,,,mZLbsdmse,1,3,1714571400,zivkovic-sumizawa,True
12293730,2,,,JApdsYHmd,2,3,1714557300,buldorini-inoue,True
12293731,1,,,ZZwcsCkRc,2,3,1714563900,jong-hess,False
12293732,1,,,WUBbsMkNl,1,3,1714548600,jubb-dellavedova,False
12293733,1,,,ucysnXN,1,3,1714553700,wallart-martin,True
12293734,1,,,MMwsSlpb,1,3,1714561200,shaw-mott,True
12293735,2,,,zMBsOXHb,2,3,1714549500,little-imai,True
12293736,1,,,LQxbszKkc,1,3,1714557600,matsuda-bass,False
12293737,1,,,xbGbsyPpc,2,3,1714554000,hussey-gengel,True
12293738,2,,,PHWsRUfc,2,3,1714554900,wendelken-canter,False
12293739,2,,,lzvsQwec,1,3,1714565700,allen-kiick,False
12293740,2,,,KMFbsGLFb,2,3,1714558500,broom-knaff,True
12293741,1,,,qxncsFWge,2,3,1714564800,claire-an-okutoyi,True
12293743,1,,,pLAsfvjd,1,3,1714584600,bowers-kuwata,False
12293745,1,,,GJFbsUrVd,1,3,1714591200,aguiar-mcadoo,True
12293747,2,,,OrtbsKnEd,2,3,1714593000,lam-kononova,True
12293748,2,,,qJXskNK,2,3,1714599900,krywoj-herrero-linana,True
12293750,1,,,kbpbsqZIb,2,3,1714595100,fakih-kwong,False
12293751,2,,,pYNsdJpd,2,3,1714601700,bohrer-martins-rinaldo-persson,True
12293756,2,,,mTysavK,1,3,1714578300,loeb-sanchez,False
12293757,2,,,HifbspHad,1,3,1714589700,hovde-mikulskyte,True
12293758,2,,,TNxshWH,1,3,1714566300,von-deichmann-strakhova,True
12293759,2,,,KMCsVPgc,2,3,1714590000,kalieva-arconada,True
12293760,1,,,JEKsjcI,2,3,1714567500,grammatikopoulou-chirico,False
12293761,2,,,HeDbsFPvc,2,3,1714599300,norin-sun,False
12294022,2,,,HljszFq,1,3,1714540500,krunic-rodionova-ar,False
12294023,2,,,ACpsyugd,1,3,1714536000,kuramochi-savinykh,False
12294024,1,,,xDysPQJ,1,3,1714548600,chong-lee,False
12294025,1,,,PncbwpQHb,2,3,1714530600,shimizu-okamura,True
12294026,2,,,qNLsJAwc,2,3,1714551900,yang-grey,True
12294027,2,,,FqFszNXb,2,3,1714535100,naklo-bektas,True
12294068,2,LL,,ZRLbsgHpc,1,3,1714545000,wong-shimizu,False
12295042,2,,,oJXstRKb,1,3,1714571100,rusova-bouzo-zanotti,False
12295043,2,,,rDiashTge,2,3,1714570500,martinez-ruiz-mozgaleva,True
12295044,1,,,MwQcsmIEd,1,3,1714556400,ros-parres-lipiec,False
12295045,2,,,duuvlNqc,1,3,1714554600,llinares-domingo-parres-azcoitia,True
12295046,1,,,zPucscvZd,1,3,1714545000,kavanagh-scilipoti,True
12295047,2,,,eiccsMhud,1,3,1714548600,arifullina-perello-saavedra,True
12295048,2,,,aBuxsohMc,2,3,1714557900,plaza-araujo-garkusha,True
12295101,2,,,ZCAbskiId,2,3,1714640400,meneguzzo-raggi,False
12295102,1,,,BvtbsyWsc,1,3,1714547700,kovapitukted-tsygourova,False
12295103,2,,,wxYbsdQYc,2,3,1714568400,kuhl-mazzola,True
12295104,2,,,JtdcsqEGc,2,3,1714640400,odorizzi-sakellaridi,False
12295105,2,,,aKcbsMQjl,2,3,1714579800,greco-lucchina-kostyuk,True
12295106,1,,,EJUbsIEDd,1,3,1714584300,monteleone-vedder,True
12295107,2,,,lhlbsNOkd,1,3,1714559400,pace-szymczuch,True
12295118,,,,qXgdsbePd,2,3,1714473000,gonzalez-galino-pedrico-kravtsov,False
12295121,2,,,IZNbspupc,1,3,1714644900,tabacco-otegui,False
12295130,1,,,plXsZCBb,1,3,1714641000,dartron-e-demidova,False
12295143,2,,,UoLcsiLmd,1,3,1714647600,searle-bertrand,True
12295144,1,,,lYncsUwid,1,3,1714545900,kalyakina-kudashova,False
12295145,1,,,LuusEZfc,2,3,1714551300,frayman-gorgodze,True
12295148,1,,,UYddsgMKd,2,3,1714638600,ksandinov-vandewinkel,False
12295149,,,,fnQbsaBBc,1,3,1714484700,urribarrens-ramirez-rocha,False
12295150,,,,MrXcsnMYu,1,3,1714476600,demin-turriziani-alvarez,False
12295151,2,,,EkObsAYpc,2,3,1714573500,hageman-vukovic,False
12295152,1,,,ApMdbvid,2,3,1714572000,vasileva-stoilkovska,True
12295153,1,,,mEEcsCYDd,1,3,1714544100,bataikina-palecek,True
12295154,1,,,tzOcsmWze,2,3,1714545900,popovski-jovanovic,False
12295155,1,,,xPcdsaxfd,2,3,1714541100,bednarz-zack,True
12295156,2,,,UxQbtRhdd,2,3,1714545000,maksimovic-pogosian,False
12295157,2,,,oywdskVqd,2,3,1714559100,herea-grujic,False
12295158,1,,,ClucsdQGc,2,3,1714563300,djuric-saitoh,False
12295159,1,,,ZHpcsXnhd,2,3,1714552800,lazarov-fajta,False
12295160,1,,,tyLcsRqrd,1,3,1714556700,mikovic-gavrielides,True
12295161,1,,,iRtmsUfvc,1,3,1714543500,mujakic-markovski,False
12295162,2,,,tanbpgRKc,1,3,1714577100,ghibaudo-vujic,False
12295163,2,,,MkRqsolvd,1,3,1714549200,loge-desousa,True
12295164,1,,,xWQbjlQJd,2,3,1714552200,demanet-radovanovic,False
12295165,1,,,saobsGDud,1,3,1714552500,radjenovic-dancu,False
