match_id,round_id,name,slug,cup_round_type
12291304,6,Round of 32,round-of-32,16
12291487,6,Round of 32,round-of-32,16
12291488,6,Round of 32,round-of-32,16
12291489,6,Round of 32,round-of-32,16
12291490,6,Round of 32,round-of-32,16
12291491,6,Round of 32,round-of-32,16
12291492,6,Round of 32,round-of-32,16
12291493,6,Round of 32,round-of-32,16
12291497,6,Round of 32,round-of-32,16
12291498,6,Round of 32,round-of-32,16
12291506,6,Round of 32,round-of-32,16
12291593,6,Round of 32,round-of-32,16
12291657,6,Round of 32,round-of-32,16
12291659,6,Round of 32,round-of-32,16
12291660,6,Round of 32,round-of-32,16
12291698,6,Round of 32,round-of-32,16
12291700,6,Round of 32,round-of-32,16
12291702,6,Round of 32,round-of-32,16
12291704,6,Round of 32,round-of-32,16
12291706,6,Round of 32,round-of-32,16
12291709,6,Round of 32,round-of-32,16
12291711,6,Round of 32,round-of-32,16
12291712,6,Round of 32,round-of-32,16
12291714,6,Round of 32,round-of-32,16
12291819,6,Round of 32,round-of-32,16
12291832,6,Round of 32,round-of-32,16
12292132,6,Round of 32,round-of-32,16
12292140,6,Round of 32,round-of-32,16
12292146,6,Round of 32,round-of-32,16
12292148,6,Round of 32,round-of-32,16
12292151,6,Round of 32,round-of-32,16
12292279,6,Round of 32,round-of-32,16
12292282,6,Round of 32,round-of-32,16
12292287,6,Round of 32,round-of-32,16
12292484,6,Round of 32,round-of-32,16
12292485,6,Round of 32,round-of-32,16
12292487,6,Round of 32,round-of-32,16
12292489,6,Round of 32,round-of-32,16
12292490,6,Round of 32,round-of-32,16
12292491,6,Round of 32,round-of-32,16
12292492,6,Round of 32,round-of-32,16
12292683,6,Round of 32,round-of-32,16
12292684,6,Round of 32,round-of-32,16
12292688,6,Round of 32,round-of-32,16
12292689,6,Round of 32,round-of-32,16
12292693,6,Round of 32,round-of-32,16
12292694,6,Round of 32,round-of-32,16
12292820,6,Round of 32,round-of-32,16
12292821,6,Round of 32,round-of-32,16
12292822,6,Round of 32,round-of-32,16
12292823,6,Round of 32,round-of-32,16
12292824,6,Round of 32,round-of-32,16
12292825,6,Round of 32,round-of-32,16
12292826,6,Round of 32,round-of-32,16
12292827,6,Round of 32,round-of-32,16
12292828,6,Round of 32,round-of-32,16
12292829,6,Round of 32,round-of-32,16
12292860,6,Round of 32,round-of-32,16
12292861,6,Round of 32,round-of-32,16
12292930,6,Round of 32,round-of-32,16
12292931,6,Round of 32,round-of-32,16
12292932,6,Round of 32,round-of-32,16
12292933,6,Round of 32,round-of-32,16
12292934,6,Round of 32,round-of-32,16
12292935,6,Round of 32,round-of-32,16
12292936,6,Round of 32,round-of-32,16
12292937,6,Round of 32,round-of-32,16
12293427,6,Round of 32,round-of-32,16
12293430,6,Round of 32,round-of-32,16
12293433,6,Round of 32,round-of-32,16
12293440,6,Round of 32,round-of-32,16
12293441,6,Round of 32,round-of-32,16
12293442,6,Round of 32,round-of-32,16
12293445,6,Round of 32,round-of-32,16
12293448,6,Round of 32,round-of-32,16
12293451,6,Round of 32,round-of-32,16
12293457,6,Round of 32,round-of-32,16
12293459,6,Round of 32,round-of-32,16
12293460,6,Round of 32,round-of-32,16
12293462,6,Round of 32,round-of-32,16
12293463,6,Round of 32,round-of-32,16
12293464,6,Round of 32,round-of-32,16
12293465,6,Round of 32,round-of-32,16
12293466,6,Round of 32,round-of-32,16
12293468,6,Round of 32,round-of-32,16
12293469,6,Round of 32,round-of-32,16
12293470,6,Round of 32,round-of-32,16
12293471,6,Round of 32,round-of-32,16
12293472,6,Round of 32,round-of-32,16
12293473,6,Round of 32,round-of-32,16
12293474,6,Round of 32,round-of-32,16
12293475,6,Round of 32,round-of-32,16
12293476,6,Round of 32,round-of-32,16
12293477,6,Round of 32,round-of-32,16
12293478,6,Round of 32,round-of-32,16
12293480,6,Round of 32,round-of-32,16
12293481,6,Round of 32,round-of-32,16
12293482,6,Round of 32,round-of-32,16
12293483,6,Round of 32,round-of-32,16
12293484,6,Round of 32,round-of-32,16
12293485,6,Round of 32,round-of-32,16
12293486,6,Round of 32,round-of-32,16
12293487,6,Round of 32,round-of-32,16
12293488,6,Round of 32,round-of-32,16
12293489,6,Round of 32,round-of-32,16
12293490,6,Round of 32,round-of-32,16
12293491,6,Round of 32,round-of-32,16
12293492,6,Round of 32,round-of-32,16
12293493,6,Round of 32,round-of-32,16
12293494,6,Round of 32,round-of-32,16
12293495,6,Round of 32,round-of-32,16
12293496,6,Round of 32,round-of-32,16
12293497,6,Round of 32,round-of-32,16
12293498,6,Round of 32,round-of-32,16
12293499,6,Round of 32,round-of-32,16
12293500,6,Round of 32,round-of-32,16
12293501,6,Round of 32,round-of-32,16
12293502,6,Round of 32,round-of-32,16
12293503,6,Round of 32,round-of-32,16
12293505,6,Round of 32,round-of-32,16
12293506,6,Round of 32,round-of-32,16
12293507,6,Round of 32,round-of-32,16
12293508,6,Round of 32,round-of-32,16
12293509,6,Round of 32,round-of-32,16
12293510,6,Round of 32,round-of-32,16
12293513,6,Round of 32,round-of-32,16
12293516,6,Round of 32,round-of-32,16
12293517,6,Round of 32,round-of-32,16
12293519,6,Round of 32,round-of-32,16
12293523,6,Round of 32,round-of-32,16
12293524,6,Round of 32,round-of-32,16
12293525,6,Round of 32,round-of-32,16
12293527,6,Round of 32,round-of-32,16
12293528,6,Round of 32,round-of-32,16
12293529,6,Round of 32,round-of-32,16
12293530,6,Round of 32,round-of-32,16
12293531,6,Round of 32,round-of-32,16
12293533,6,Round of 32,round-of-32,16
12293534,6,Round of 32,round-of-32,16
12293535,6,Round of 32,round-of-32,16
12293536,6,Round of 32,round-of-32,16
12293537,6,Round of 32,round-of-32,16
12293538,6,Round of 32,round-of-32,16
12293539,6,Round of 32,round-of-32,16
12293540,6,Round of 32,round-of-32,16
12293541,6,Round of 32,round-of-32,16
12293542,6,Round of 32,round-of-32,16
12293543,6,Round of 32,round-of-32,16
12293544,6,Round of 32,round-of-32,16
12293545,6,Round of 32,round-of-32,16
12293558,6,Round of 32,round-of-32,16
12293559,6,Round of 32,round-of-32,16
12293560,6,Round of 32,round-of-32,16
12293561,6,Round of 32,round-of-32,16
12293562,6,Round of 32,round-of-32,16
12293563,6,Round of 32,round-of-32,16
12293564,6,Round of 32,round-of-32,16
12293643,6,Round of 32,round-of-32,16
12293644,6,Round of 32,round-of-32,16
12293645,6,Round of 32,round-of-32,16
12293649,6,Round of 32,round-of-32,16
12293650,6,Round of 32,round-of-32,16
12293651,6,Round of 32,round-of-32,16
12293652,6,Round of 32,round-of-32,16
12293653,6,Round of 32,round-of-32,16
12293656,6,Round of 32,round-of-32,16
12293657,6,Round of 32,round-of-32,16
12293726,6,Round of 32,round-of-32,16
12293727,6,Round of 32,round-of-32,16
12293728,6,Round of 32,round-of-32,16
12293729,6,Round of 32,round-of-32,16
12293730,6,Round of 32,round-of-32,16
12293731,6,Round of 32,round-of-32,16
12293732,6,Round of 32,round-of-32,16
12293733,6,Round of 32,round-of-32,16
12293734,6,Round of 32,round-of-32,16
12293735,6,Round of 32,round-of-32,16
12293736,6,Round of 32,round-of-32,16
12293737,6,Round of 32,round-of-32,16
12293738,6,Round of 32,round-of-32,16
12293739,6,Round of 32,round-of-32,16
12293740,6,Round of 32,round-of-32,16
12293741,6,Round of 32,round-of-32,16
12293743,6,Round of 32,round-of-32,16
12293745,6,Round of 32,round-of-32,16
12293747,6,Round of 32,round-of-32,16
12293748,6,Round of 32,round-of-32,16
12293750,6,Round of 32,round-of-32,16
12293751,6,Round of 32,round-of-32,16
12293756,6,Round of 32,round-of-32,16
12293757,6,Round of 32,round-of-32,16
12293758,6,Round of 32,round-of-32,16
12293759,6,Round of 32,round-of-32,16
12293760,6,Round of 32,round-of-32,16
12293761,6,Round of 32,round-of-32,16
12294022,6,Round of 32,round-of-32,16
12294023,6,Round of 32,round-of-32,16
12294024,6,Round of 32,round-of-32,16
12294025,6,Round of 32,round-of-32,16
12294026,6,Round of 32,round-of-32,16
12294027,6,Round of 32,round-of-32,16
12294068,6,Round of 32,round-of-32,16
12295042,6,Round of 32,round-of-32,16
12295043,6,Round of 32,round-of-32,16
12295044,6,Round of 32,round-of-32,16
12295045,6,Round of 32,round-of-32,16
12295046,6,Round of 32,round-of-32,16
12295047,6,Round of 32,round-of-32,16
12295048,6,Round of 32,round-of-32,16
12295101,6,Round of 32,round-of-32,16
12295102,6,Round of 32,round-of-32,16
12295103,6,Round of 32,round-of-32,16
12295104,6,Round of 32,round-of-32,16
12295105,6,Round of 32,round-of-32,16
12295106,6,Round of 32,round-of-32,16
12295107,6,Round of 32,round-of-32,16
12295121,5,Round of 16,round-of-16,8
12295130,5,Round of 16,round-of-16,8
12295143,5,Round of 16,round-of-16,8
12295144,5,Round of 16,round-of-16,8
12295145,5,Round of 16,round-of-16,8
12295148,5,Round of 16,round-of-16,8
12295151,6,Round of 32,round-of-32,16
12295152,6,Round of 32,round-of-32,16
12295153,6,Round of 32,round-of-32,16
12295154,6,Round of 32,round-of-32,16
12295155,6,Round of 32,round-of-32,16
12295156,6,Round of 32,round-of-32,16
12295157,6,Round of 32,round-of-32,16
12295158,6,Round of 32,round-of-32,16
12295159,6,Round of 32,round-of-32,16
12295160,6,Round of 32,round-of-32,16
12295161,6,Round of 32,round-of-32,16
12295162,6,Round of 32,round-of-32,16
12295163,6,Round of 32,round-of-32,16
12295164,6,Round of 32,round-of-32,16
12295165,6,Round of 32,round-of-32,16
12295172,5,Round of 16,round-of-16,8
12295181,5,Round of 16,round-of-16,8
12295217,6,Round of 32,round-of-32,16
12295218,6,Round of 32,round-of-32,16
12295219,6,Round of 32,round-of-32,16
12295220,6,Round of 32,round-of-32,16
12295221,6,Round of 32,round-of-32,16
12295222,6,Round of 32,round-of-32,16
12295223,6,Round of 32,round-of-32,16
12295227,5,Round of 16,round-of-16,8
12295240,5,Round of 16,round-of-16,8
12295300,6,Round of 32,round-of-32,16
12295301,6,Round of 32,round-of-32,16
12295302,6,Round of 32,round-of-32,16
12295303,6,Round of 32,round-of-32,16
12295304,6,Round of 32,round-of-32,16
12295305,6,Round of 32,round-of-32,16
12295306,6,Round of 32,round-of-32,16
12295352,5,Round of 16,round-of-16,8
12295353,5,Round of 16,round-of-16,8
12295369,5,Round of 16,round-of-16,8
12295415,5,Round of 16,round-of-16,8
12295427,6,Round of 32,round-of-32,16
12295428,6,Round of 32,round-of-32,16
12295429,6,Round of 32,round-of-32,16
12295430,6,Round of 32,round-of-32,16
12295431,6,Round of 32,round-of-32,16
12295432,6,Round of 32,round-of-32,16
12295433,6,Round of 32,round-of-32,16
12295434,6,Round of 32,round-of-32,16
12295435,6,Round of 32,round-of-32,16
12295487,6,Round of 32,round-of-32,16
12295488,6,Round of 32,round-of-32,16
12295489,6,Round of 32,round-of-32,16
12295490,6,Round of 32,round-of-32,16
12295491,6,Round of 32,round-of-32,16
12295492,6,Round of 32,round-of-32,16
12295493,6,Round of 32,round-of-32,16
12295516,5,Round of 16,round-of-16,8
12295517,5,Round of 16,round-of-16,8
12295525,5,Round of 16,round-of-16,8
12295535,5,Round of 16,round-of-16,8
12295538,6,Round of 32,round-of-32,16
12295539,5,Round of 16,round-of-16,8
12295550,5,Round of 16,round-of-16,8
12295551,6,Round of 32,round-of-32,16
12295552,5,Round of 16,round-of-16,8
12295553,6,Round of 32,round-of-32,16
12295554,6,Round of 32,round-of-32,16
12295555,6,Round of 32,round-of-32,16
12295556,6,Round of 32,round-of-32,16
12295557,6,Round of 32,round-of-32,16
12295558,6,Round of 32,round-of-32,16
12295588,5,Round of 16,round-of-16,8
12295590,6,Round of 32,round-of-32,16
12295591,6,Round of 32,round-of-32,16
12295592,6,Round of 32,round-of-32,16
12295593,6,Round of 32,round-of-32,16
12295614,5,Round of 16,round-of-16,8
12295719,6,Round of 32,round-of-32,16
12295720,6,Round of 32,round-of-32,16
12295722,6,Round of 32,round-of-32,16
12295735,5,Round of 16,round-of-16,8
12295809,6,Round of 32,round-of-32,16
12295812,5,Round of 16,round-of-16,8
12295817,5,Round of 16,round-of-16,8
12295820,6,Round of 32,round-of-32,16
12295821,6,Round of 32,round-of-32,16
12295822,6,Round of 32,round-of-32,16
12295823,6,Round of 32,round-of-32,16
12295824,6,Round of 32,round-of-32,16
12295825,6,Round of 32,round-of-32,16
12295826,6,Round of 32,round-of-32,16
12295831,6,Round of 32,round-of-32,16
12295832,6,Round of 32,round-of-32,16
12295833,6,Round of 32,round-of-32,16
12295834,6,Round of 32,round-of-32,16
12295835,6,Round of 32,round-of-32,16
12295836,6,Round of 32,round-of-32,16
12295837,6,Round of 32,round-of-32,16
12295838,6,Round of 32,round-of-32,16
12295840,5,Round of 16,round-of-16,8
12295842,5,Round of 16,round-of-16,8
12295843,6,Round of 32,round-of-32,16
12295844,6,Round of 32,round-of-32,16
12295845,6,Round of 32,round-of-32,16
12295846,6,Round of 32,round-of-32,16
12296103,6,Round of 32,round-of-32,16
12296104,6,Round of 32,round-of-32,16
12296105,6,Round of 32,round-of-32,16
12296106,6,Round of 32,round-of-32,16
12296107,6,Round of 32,round-of-32,16
12296108,6,Round of 32,round-of-32,16
12296109,6,Round of 32,round-of-32,16
12296151,6,Round of 32,round-of-32,16
12296152,6,Round of 32,round-of-32,16
12296153,6,Round of 32,round-of-32,16
12296154,6,Round of 32,round-of-32,16
12296155,6,Round of 32,round-of-32,16
12296156,6,Round of 32,round-of-32,16
12296157,6,Round of 32,round-of-32,16
12296158,6,Round of 32,round-of-32,16
12296178,6,Round of 32,round-of-32,16
12296179,6,Round of 32,round-of-32,16
12296180,6,Round of 32,round-of-32,16
12296181,6,Round of 32,round-of-32,16
12296182,6,Round of 32,round-of-32,16
12296183,6,Round of 32,round-of-32,16
12296184,6,Round of 32,round-of-32,16
12296185,6,Round of 32,round-of-32,16
12297018,5,Round of 16,round-of-16,8
12297020,5,Round of 16,round-of-16,8
12297021,6,Round of 32,round-of-32,16
12297022,6,Round of 32,round-of-32,16
12297023,6,Round of 32,round-of-32,16
12297024,6,Round of 32,round-of-32,16
12297025,6,Round of 32,round-of-32,16
12297026,6,Round of 32,round-of-32,16
12297034,5,Round of 16,round-of-16,8
12297159,5,Round of 16,round-of-16,8
12297170,5,Round of 16,round-of-16,8
12297278,5,Round of 16,round-of-16,8
12297336,5,Round of 16,round-of-16,8
12297534,5,Round of 16,round-of-16,8
12297556,5,Round of 16,round-of-16,8
12297559,6,Round of 32,round-of-32,16
12297572,5,Round of 16,round-of-16,8
12297576,5,Round of 16,round-of-16,8
12297589,6,Round of 32,round-of-32,16
12297590,5,Round of 16,round-of-16,8
12297602,5,Round of 16,round-of-16,8
12297618,6,Round of 32,round-of-32,16
12297633,5,Round of 16,round-of-16,8
12297637,5,Round of 16,round-of-16,8
12297638,5,Round of 16,round-of-16,8
12297639,5,Round of 16,round-of-16,8
12297640,5,Round of 16,round-of-16,8
12297641,5,Round of 16,round-of-16,8
12297668,5,Round of 16,round-of-16,8
12297671,27,Quarterfinals,quarterfinals,4
12297674,27,Quarterfinals,quarterfinals,4
12297681,5,Round of 16,round-of-16,8
12297684,5,Round of 16,round-of-16,8
12297685,5,Round of 16,round-of-16,8
12297726,5,Round of 16,round-of-16,8
12297727,5,Round of 16,round-of-16,8
12297740,5,Round of 16,round-of-16,8
12297741,5,Round of 16,round-of-16,8
12297748,27,Quarterfinals,quarterfinals,4
12297768,5,Round of 16,round-of-16,8
12297824,5,Round of 16,round-of-16,8
12297825,5,Round of 16,round-of-16,8
12297826,5,Round of 16,round-of-16,8
12297827,5,Round of 16,round-of-16,8
12297828,5,Round of 16,round-of-16,8
12297842,5,Round of 16,round-of-16,8
12297843,5,Round of 16,round-of-16,8
12297844,5,Round of 16,round-of-16,8
12297878,5,Round of 16,round-of-16,8
12297879,5,Round of 16,round-of-16,8
12297880,5,Round of 16,round-of-16,8
12297881,5,Round of 16,round-of-16,8
12297903,5,Round of 16,round-of-16,8
12297924,27,Quarterfinals,quarterfinals,4
12297964,5,Round of 16,round-of-16,8
12297965,5,Round of 16,round-of-16,8
12297966,5,Round of 16,round-of-16,8
12297967,5,Round of 16,round-of-16,8
12297978,5,Round of 16,round-of-16,8
12297986,5,Round of 16,round-of-16,8
12297990,6,Round of 32,round-of-32,16
12298012,5,Round of 16,round-of-16,8
12298014,5,Round of 16,round-of-16,8
12298044,5,Round of 16,round-of-16,8
12298084,5,Round of 16,round-of-16,8
12298086,5,Round of 16,round-of-16,8
12298087,5,Round of 16,round-of-16,8
12298088,5,Round of 16,round-of-16,8
12298097,5,Round of 16,round-of-16,8
12298098,5,Round of 16,round-of-16,8
12298099,5,Round of 16,round-of-16,8
12298100,5,Round of 16,round-of-16,8
12298101,5,Round of 16,round-of-16,8
12298103,5,Round of 16,round-of-16,8
12298149,5,Round of 16,round-of-16,8
12298150,5,Round of 16,round-of-16,8
12298151,5,Round of 16,round-of-16,8
12298152,5,Round of 16,round-of-16,8
12298153,5,Round of 16,round-of-16,8
12298187,5,Round of 16,round-of-16,8
12298211,5,Round of 16,round-of-16,8
12298213,5,Round of 16,round-of-16,8
12298214,5,Round of 16,round-of-16,8
12298215,5,Round of 16,round-of-16,8
12298221,5,Round of 16,round-of-16,8
12298225,5,Round of 16,round-of-16,8
12298245,5,Round of 16,round-of-16,8
12298247,5,Round of 16,round-of-16,8
12298275,5,Round of 16,round-of-16,8
12298276,5,Round of 16,round-of-16,8
12298277,5,Round of 16,round-of-16,8
12298278,5,Round of 16,round-of-16,8
12298279,5,Round of 16,round-of-16,8
12298336,5,Round of 16,round-of-16,8
12298337,5,Round of 16,round-of-16,8
12298341,5,Round of 16,round-of-16,8
12298343,5,Round of 16,round-of-16,8
12298345,5,Round of 16,round-of-16,8
12298371,5,Round of 16,round-of-16,8
12298372,5,Round of 16,round-of-16,8
12298375,5,Round of 16,round-of-16,8
12298376,5,Round of 16,round-of-16,8
12298406,5,Round of 16,round-of-16,8
12298407,5,Round of 16,round-of-16,8
12298410,5,Round of 16,round-of-16,8
12298411,5,Round of 16,round-of-16,8
12298430,5,Round of 16,round-of-16,8
12298434,5,Round of 16,round-of-16,8
12298436,5,Round of 16,round-of-16,8
12298438,5,Round of 16,round-of-16,8
12298445,5,Round of 16,round-of-16,8
12298447,5,Round of 16,round-of-16,8
12298448,5,Round of 16,round-of-16,8
12298449,5,Round of 16,round-of-16,8
12298450,5,Round of 16,round-of-16,8
12298451,5,Round of 16,round-of-16,8
12298452,5,Round of 16,round-of-16,8
12298457,5,Round of 16,round-of-16,8
12298492,5,Round of 16,round-of-16,8
12298541,5,Round of 16,round-of-16,8
12298630,6,Round of 32,round-of-32,16
12298718,5,Round of 16,round-of-16,8
12298767,5,Round of 16,round-of-16,8
12298791,5,Round of 16,round-of-16,8
12260078,27,Quarterfinals,quarterfinals,4
12260081,27,Quarterfinals,quarterfinals,4
12260083,27,Quarterfinals,quarterfinals,4
12260084,27,Quarterfinals,quarterfinals,4
12261592,28,Semifinals,semifinals,2
12261593,28,Semifinals,semifinals,2
12261594,27,Quarterfinals,quarterfinals,4
12276773,5,Round of 16,round-of-16,8
12276774,5,Round of 16,round-of-16,8
12276775,5,Round of 16,round-of-16,8
12276783,5,Round of 16,round-of-16,8
12276806,5,Round of 16,round-of-16,8
12276807,5,Round of 16,round-of-16,8
12276813,5,Round of 16,round-of-16,8
12276814,5,Round of 16,round-of-16,8
12276815,5,Round of 16,round-of-16,8
12276816,5,Round of 16,round-of-16,8
12276818,5,Round of 16,round-of-16,8
12276819,5,Round of 16,round-of-16,8
12276824,27,Quarterfinals,quarterfinals,4
12276828,27,Quarterfinals,quarterfinals,4
12276829,27,Quarterfinals,quarterfinals,4
12276830,27,Quarterfinals,quarterfinals,4
12276832,5,Round of 16,round-of-16,8
12276833,5,Round of 16,round-of-16,8
12276834,5,Round of 16,round-of-16,8
12276835,27,Quarterfinals,quarterfinals,4
12276836,5,Round of 16,round-of-16,8
12276838,5,Round of 16,round-of-16,8
12276839,27,Quarterfinals,quarterfinals,4
12276841,5,Round of 16,round-of-16,8
12276844,5,Round of 16,round-of-16,8
12276846,5,Round of 16,round-of-16,8
12276855,5,Round of 16,round-of-16,8
12276856,5,Round of 16,round-of-16,8
12276857,5,Round of 16,round-of-16,8
12276858,27,Quarterfinals,quarterfinals,4
12276861,5,Round of 16,round-of-16,8
12276862,5,Round of 16,round-of-16,8
12276863,5,Round of 16,round-of-16,8
12276864,5,Round of 16,round-of-16,8
12276865,27,Quarterfinals,quarterfinals,4
12276866,5,Round of 16,round-of-16,8
12276924,5,Round of 16,round-of-16,8
12276925,5,Round of 16,round-of-16,8
12276926,27,Quarterfinals,quarterfinals,4
12276927,5,Round of 16,round-of-16,8
12276928,5,Round of 16,round-of-16,8
12276929,5,Round of 16,round-of-16,8
12276934,5,Round of 16,round-of-16,8
12276937,5,Round of 16,round-of-16,8
12276938,5,Round of 16,round-of-16,8
12276974,27,Quarterfinals,quarterfinals,4
12276975,5,Round of 16,round-of-16,8
12276976,5,Round of 16,round-of-16,8
12276978,5,Round of 16,round-of-16,8
12276979,5,Round of 16,round-of-16,8
12276981,5,Round of 16,round-of-16,8
12276982,27,Quarterfinals,quarterfinals,4
12276983,5,Round of 16,round-of-16,8
12276984,27,Quarterfinals,quarterfinals,4
12276986,5,Round of 16,round-of-16,8
12276987,5,Round of 16,round-of-16,8
12287005,6,Round of 32,round-of-32,16
12287009,6,Round of 32,round-of-32,16
12287012,6,Round of 32,round-of-32,16
12288414,5,Round of 16,round-of-16,8
12288415,5,Round of 16,round-of-16,8
12288416,5,Round of 16,round-of-16,8
12288417,5,Round of 16,round-of-16,8
12288418,5,Round of 16,round-of-16,8
12288419,5,Round of 16,round-of-16,8
12288420,5,Round of 16,round-of-16,8
12288421,5,Round of 16,round-of-16,8
12288918,6,Round of 32,round-of-32,16
12288919,6,Round of 32,round-of-32,16
12288922,6,Round of 32,round-of-32,16
12288925,6,Round of 32,round-of-32,16
12288926,6,Round of 32,round-of-32,16
12288931,6,Round of 32,round-of-32,16
12288932,6,Round of 32,round-of-32,16
12289660,6,Round of 32,round-of-32,16
12289664,6,Round of 32,round-of-32,16
12289667,6,Round of 32,round-of-32,16
12289670,6,Round of 32,round-of-32,16
12289671,6,Round of 32,round-of-32,16
12289677,6,Round of 32,round-of-32,16
12289691,6,Round of 32,round-of-32,16
12291698,6,Round of 32,round-of-32,16
12291704,6,Round of 32,round-of-32,16
12292820,6,Round of 32,round-of-32,16
12292823,6,Round of 32,round-of-32,16
12292824,6,Round of 32,round-of-32,16
12292828,6,Round of 32,round-of-32,16
12292930,6,Round of 32,round-of-32,16
12292931,6,Round of 32,round-of-32,16
12292932,6,Round of 32,round-of-32,16
12292933,6,Round of 32,round-of-32,16
12292934,6,Round of 32,round-of-32,16
12292935,6,Round of 32,round-of-32,16
12292936,6,Round of 32,round-of-32,16
12292937,6,Round of 32,round-of-32,16
12293472,6,Round of 32,round-of-32,16
12293474,6,Round of 32,round-of-32,16
12293477,6,Round of 32,round-of-32,16
12293483,6,Round of 32,round-of-32,16
12293486,6,Round of 32,round-of-32,16
12293487,6,Round of 32,round-of-32,16
12293490,6,Round of 32,round-of-32,16
12293495,6,Round of 32,round-of-32,16
12293496,6,Round of 32,round-of-32,16
12293497,6,Round of 32,round-of-32,16
12293501,6,Round of 32,round-of-32,16
12293505,6,Round of 32,round-of-32,16
12293507,6,Round of 32,round-of-32,16
12293508,6,Round of 32,round-of-32,16
12293509,6,Round of 32,round-of-32,16
12293510,6,Round of 32,round-of-32,16
12293516,6,Round of 32,round-of-32,16
12293524,6,Round of 32,round-of-32,16
12293528,6,Round of 32,round-of-32,16
12293530,6,Round of 32,round-of-32,16
12293531,6,Round of 32,round-of-32,16
12293534,6,Round of 32,round-of-32,16
12293535,6,Round of 32,round-of-32,16
12293541,6,Round of 32,round-of-32,16
12293558,6,Round of 32,round-of-32,16
