match_id,current_score,display_score,period_1,period_2,period_3,period_4,period_5,period_1_tie_break,period_2_tie_break,period_3_tie_break,period_4_tie_break,period_5_tie_break,normal_time
12291660,0,0,2,1,,,,,,,,,
12291698,1,2,6,6,2,,,,,,,,
12291700,1,1,2,3,,,,,,,,,
12291702,3,2,6,4,6,,,,,,,,
12291704,2,3,7,6,,,,,,,,,
12291706,1,0,4,5,,,,,,,,,
12291709,2,2,6,3,4,,,,,,,,
12291711,1,1,6,4,4,,,,,,,,
12291712,2,1,7,6,1,,,,,,,,
12291714,2,3,7,6,,,,,,,,,
12291819,0,1,6,4,,,,,,,,,
12291832,1,0,7,4,,,,5,,,,,
12291833,2,2,5,6,11,,,,,,,,
12292132,2,2,6,5,6,,,,,,,,
12292140,0,1,1,1,,,,,,,,,
12292146,0,1,2,1,,,,,,,,,
12292148,1,0,3,,,,,,,,,,
12292151,3,3,7,7,,,,,,,,,
12292279,2,2,6,6,2,,,,,,,,
12292282,2,3,6,3,7,,,,,7,,,
12292287,0,0,4,3,,,,,,,,,
12292484,0,0,1,3,,,,,,,,,
12292485,3,2,6,7,,,,,,,,,
12292487,0,1,3,1,,,,,,,,,
12292489,1,0,3,2,,,,,,,,,
12292490,1,1,5,3,,,,,,,,,
12292491,3,3,6,6,,,,,,,,,
12292492,0,1,5,0,,,,,,,,,
12292681,3,2,6,7,,,,,,,,,
12292682,1,1,1,1,,,,,,,,,
12292683,3,3,7,7,,,,,,,,,
12292684,2,2,7,6,,,,,,,,,
12292685,3,2,6,7,,,,,,,,,
12292688,0,1,3,6,,,,,6,,,,
12292689,3,3,6,6,,,,,,,,,
12292691,3,2,6,4,11,,,,,,,,
12292692,3,3,6,7,,,,,,,,,
12292693,1,1,5,3,,,,,,,,,
12292694,3,3,6,7,,,,,,,,,
12292820,3,3,6,6,,,,,,,,,
12292821,1,1,2,2,,,,,,,,,
12292822,0,1,4,1,,,,,,,,,
12292823,1,1,5,3,,,,,,,,,
12292824,1,1,7,7,,,,6,6,,,,
12292825,2,2,6,7,,,,,,,,,
12292826,3,2,6,7,,,,,,,,,
12292827,2,2,7,6,,,,,,,,,
12292828,2,2,8,7,,,,8,,,,,
12292829,2,3,7,7,,,,,,,,,
12292849,2,2,2,7,7,,,,,,,,
12292850,3,3,6,7,,,,,,,,,
12292851,2,1,3,8,3,,,,,,,,
12292852,2,3,7,6,,,,,,,,,
12292853,0,1,4,2,,,,,,,,,
12292860,2,3,6,7,,,,,,,,,
12292861,3,2,7,4,6,,,,,,,,
12292863,1,2,6,6,,,,,,,,,
12292876,1,1,3,1,,,,,,,,,
12292877,1,1,3,2,,,,,,,,,
12292878,0,0,2,0,,,,,,,,,
12292930,3,2,6,6,,,,,,,,,
12292931,1,0,3,5,,,,,,,,,
12292932,1,1,8,5,1,,,,,,,,
12292933,1,2,7,1,1,,,,,,,,
12292934,1,1,2,2,,,,,,,,,
12292935,2,3,8,6,,,,,,,,,
12292936,2,3,5,6,7,,,,,,,,
12292937,3,2,7,7,,,,,,,,,
12292938,2,2,6,7,6,,,,4,,,,
12292939,3,2,6,6,6,,,,,,,,
12292941,1,1,5,6,7,,,,,,,,
12292942,1,1,2,2,,,,,,,,,
12292943,0,0,3,4,,,,,,,,,
12292944,2,3,7,8,,,,,,,,,
12292945,3,2,6,7,,,,,,,,,
12292946,3,3,7,8,,,,,9,,,,
12292947,0,0,3,3,,,,,,,,,
12292948,1,0,1,5,,,,,,,,,
12293427,2,2,3,7,3,,,,,,,,
12293430,3,3,8,7,,,,,,,,,
12293433,0,1,3,5,,,,,,,,,
12293440,1,0,4,4,,,,,,,,,
12293441,1,1,7,3,,,,,,,,,
12293442,3,3,7,7,,,,,,,,,
12293445,2,2,7,7,,,,,,,,,
12293448,3,2,6,6,,,,,,,,,
12293451,3,2,7,8,,,,,,,,,
12293457,3,2,6,7,,,,,,,,,
12293459,3,2,6,8,,,,,,,,,
12293460,3,3,6,6,,,,,,,,,
12293462,2,3,6,6,,,,,,,,,
12293463,2,3,7,7,,,,,,,,,
12293464,2,1,5,6,4,,,,,,,,
12293465,2,3,6,7,,,,,,,,,
12293466,0,1,1,3,,,,,,,,,
12293468,0,0,2,,,,,,,,,,
12293469,2,3,7,2,7,,,,,,,,
12293470,1,0,6,4,,,,6,,,,,
12293471,3,3,7,7,,,,,,,,,
12293472,0,1,0,2,,,,,,,,,
12293473,1,1,7,2,5,,,,,,,,
12293474,0,1,3,4,,,,,,,,,
12293475,2,3,6,7,,,,,,,,,
12293476,3,2,7,8,,,,,8,,,,
12293477,0,1,4,3,,,,,,,,,
12293478,1,1,0,6,,,,,6,,,,
12293480,2,2,4,6,7,,,,,,,,
12293481,1,1,1,1,,,,,,,,,
12293482,3,2,7,4,6,,,,,,,,
12293483,1,0,6,4,,,,6,,,,,
12293484,2,3,7,7,,,,,,,,,
12293485,0,1,4,5,,,,,,,,,
12293486,1,2,7,3,,,,,,,,,
12293487,2,3,7,6,,,,,,,,,
12293488,1,0,2,1,,,,,,,,,
12293489,,,,,,,,,,,,,
12293490,2,2,6,6,,,,,,,,,
12293491,2,2,7,4,4,,,,,,,,
12293492,0,1,2,4,,,,,,,,,
12293493,0,0,1,3,,,,,,,,,
12293494,3,3,7,7,,,,,,,,,
12293495,1,0,1,5,,,,,,,,,
12293496,1,1,3,6,2,,,,,,,,
12293497,1,1,2,5,,,,,,,,,
12293498,1,1,1,7,4,,,,,,,,
12293499,1,2,7,3,4,,,,,,,,
12293500,2,2,7,7,,,,,,,,,
12293501,2,2,6,4,8,,,,,7,,,
12293502,2,2,6,7,,,,,,,,,
12293503,1,0,4,5,,,,,,,,,
12293505,3,3,6,6,,,,,,,,,
12293506,1,0,3,5,,,,,,,,,
12293507,1,2,3,7,3,,,,,,,,
12293508,0,1,3,,,,,,,,,,
12293509,1,1,5,8,3,,,,,,,,
12293510,1,0,4,1,,,,,,,,,
12293513,3,2,7,7,,,,8,,,,,
12293516,1,1,3,,,,,,,,,,
12293517,0,1,1,3,,,,,,,,,
12293519,1,0,6,0,,,,,,,,,
12293523,1,0,2,1,,,,,,,,,
12293524,2,2,2,7,1,,,,,,,,
12293525,0,0,2,2,,,,,,,,,
12293527,1,0,5,2,,,,,,,,,
12293528,0,1,5,2,,,,,,,,,
12293529,1,1,6,4,1,,,,,,,,
12293530,1,1,2,3,,,,,,,,,
12293531,3,2,6,6,,,,,,,,,
12293533,,,,,,,,,,,,,
12293534,1,1,8,2,5,,,7,,,,,
12293535,3,3,7,7,,,,,,,,,
12293536,3,2,7,7,,,,,,,,,
12293537,3,2,6,6,,,,,,,,,
12293538,0,0,2,5,,,,,,,,,
12293539,1,2,7,5,4,,,,,,,,
12293540,3,3,6,6,,,,,,,,,
12293541,1,0,2,3,,,,,,,,,
12293542,1,1,3,3,,,,,,,,,
12293543,2,3,7,8,,,,,,,,,
12293544,3,2,7,6,,,,,,,,,
12293545,2,3,7,7,,,,,,,,,
12293558,1,2,7,1,1,,,,,,,,
12293559,1,1,4,6,0,,,,,,,,
12293560,2,3,6,7,,,,,,,,,
12293561,3,2,8,5,7,,,,,,,,
12293562,2,2,2,7,4,,,,,,,,
12293563,0,0,6,7,,,,6,9,,,,
12293564,2,3,8,8,,,,7,,,,,
12293643,3,2,6,7,6,,,5,,,,,
12293644,0,1,6,5,,,,5,,,,,
12293645,3,2,7,6,,,,,,,,,
12293649,2,3,6,7,7,,,17,,,,,
12293650,3,3,6,6,,,,,,,,,
12293651,3,2,6,6,6,,,,7,,,,
12293652,2,2,6,7,,,,,,,,,
12293653,0,0,2,7,,,,,4,,,,
12293656,3,3,6,6,,,,,,,,,
12293657,1,1,1,1,,,,,,,,,
12293726,2,2,6,5,1,,,,,,,,
12293727,3,3,7,6,,,,,,,,,
12293728,2,2,6,7,,,,,,,,,
12293729,0,0,4,4,,,,,,,,,
12293730,3,3,6,6,,,,,,,,,
12293731,2,3,6,7,,,,,,,,,
12293732,0,1,3,5,,,,,,,,,
12293733,1,2,7,7,7,,,6,,2,,,
12293734,0,0,4,4,,,,,,,,,
12293735,3,2,7,7,,,,,,,,,
12293736,1,2,6,2,3,,,,,,,,
12293737,3,3,5,6,6,,,,,,,,
12293738,3,2,6,6,,,,,,,,,
12293739,1,1,2,5,,,,,,,,,
12293740,3,3,3,6,6,,,,,,,,
12293741,3,2,6,7,,,,,,,,,
12293743,1,1,2,6,,,,,8,,,,
12293745,1,1,4,2,,,,,,,,,
12293747,3,3,7,6,,,,,,,,,
12293748,2,2,7,6,,,,,,,,,
12293750,3,3,6,6,,,,,,,,,
12293751,2,3,6,6,,,,,,,,,
12293756,0,1,3,5,,,,,,,,,
12293757,0,1,6,3,,,,2,,,,,
12293758,1,0,6,4,,,,6,,,,,
12293759,2,3,7,7,,,,,,,,,
12293760,2,2,7,7,,,,,,,,,
12293761,3,3,6,6,,,,,,,,,
12294022,1,0,3,6,,,,,2,,,,
12294023,1,0,5,1,,,,,,,,,
12294024,2,2,7,1,6,,,,,,,,
12294025,2,3,6,6,,,,,,,,,
12294026,2,2,6,7,,,,,,,,,
12294027,3,3,7,6,,,,7,,,,,
12294068,0,1,3,3,,,,,,,,,
12295042,0,1,2,2,,,,,,,,,
12295043,2,3,7,8,,,,,7,,,,
12295044,0,0,0,4,,,,,,,,,
12295045,1,0,2,4,,,,,,,,,
12295046,0,1,3,2,,,,,,,,,
12295047,1,0,2,5,,,,,,,,,
12295048,2,2,6,7,,,,,,,,,
12295101,3,2,6,7,,,,,,,,,
12295102,1,0,2,2,,,,,,,,,
12295103,2,3,7,7,,,,,,,,,
12295104,3,2,6,6,,,,,,,,,
12295105,2,3,6,2,7,,,,,,,,
12295106,1,1,1,1,,,,,,,,,
12295107,1,0,4,5,,,,,,,,,
12295118,3,3,6,8,,,,,,,,,
12295121,1,0,4,1,,,,,,,,,
12295130,0,1,4,4,,,,,,,,,
12295143,0,1,4,2,,,,,,,,,
12295144,1,0,3,7,,,,,6,,,,
12295145,3,3,7,6,,,,,,,,,
12295148,2,3,6,7,,,,,,,,,
12295149,1,0,3,1,,,,,,,,,
12295150,1,1,5,3,,,,,,,,,
12295151,3,3,7,7,,,,,,,,,
12295152,2,3,6,7,,,,,,,,,
12295153,1,1,4,0,,,,,,,,,
12295154,3,3,7,7,,,,,,,,,
12295155,2,2,7,7,,,,,7,,,,
12295156,3,2,6,7,,,,,,,,,
12295157,2,2,6,6,,,,,,,,,
12295158,3,2,6,6,,,,,,,,,
12295159,2,2,6,7,,,,,,,,,
12295160,1,0,1,2,,,,,,,,,
12295161,0,1,2,2,,,,,,,,,
12295162,1,1,6,3,3,,,,,,,,
12295163,0,1,3,3,,,,,,,,,
12295164,3,2,7,7,,,,,,,,,
12295165,2,1,6,4,4,,,,,,,,
12295172,2,2,6,,,,,,,,,,
12295181,3,3,6,4,6,,,,,,,,
12295217,3,2,6,6,,,,,,,,,
12295218,0,1,1,1,,,,,,,,,
12295219,0,0,2,3,,,,,,,,,
12295220,3,3,7,7,,,,,,,,,
12295221,3,3,7,5,6,,,,,,,,
12295222,3,3,6,7,,,,,,,,,
12295223,3,2,7,7,,,,,8,,,,
12295227,0,0,0,1,,,,,,,,,
12295240,1,0,3,2,,,,,,,,,
12295300,2,2,2,8,3,,,,7,,,,
12295301,2,2,7,6,,,,8,,,,,
12295302,0,0,3,,,,,,,,,,
12295303,3,3,6,6,,,,,,,,,
12295304,3,3,6,6,,,,,,,,,
12295305,2,2,7,6,,,,,,,,,
12295306,0,0,6,4,,,,,,,,,
12295352,1,0,0,3,,,,,,,,,
12295353,1,0,6,7,,,,4,3,,,,
12295369,1,1,6,1,3,,,,,,,,
12295415,3,3,7,4,6,,,7,,,,,
12295427,1,0,4,4,,,,,,,,,
12295428,1,1,4,6,6,,,,,,,,
12295429,3,3,6,3,7,,,,,,,,
12295430,0,0,2,2,,,,,,,,,
12295431,0,1,6,4,,,,9,,,,,
12295432,3,3,5,6,6,,,,,,,,
12295433,1,1,6,3,,,,,,,,,
12295434,1,2,6,5,5,,,,,,,,
12295435,1,0,7,4,,,,7,,,,,
12295487,0,0,1,3,,,,,,,,,
12295488,2,1,7,6,5,,,,5,,,,
12295489,2,3,6,6,,,,,,,,,
12295490,3,3,6,7,,,,,,,,,
12295491,0,1,4,,,,,,,,,,
12295492,1,1,5,7,1,,,,,,,,
12295493,3,3,6,6,,,,,,,,,
12295516,1,1,5,0,,,,,,,,,
12295517,3,3,7,7,,,,7,,,,,
12295525,1,1,3,7,4,,,,,,,,
12295535,0,0,3,6,,,,,2,,,,
12295538,1,1,5,2,,,,,,,,,
12295539,3,3,7,7,,,,,,,,,
12295550,2,2,8,4,6,,,8,,,,,
12295551,1,2,6,3,3,,,,,,,,
12295552,2,1,3,7,3,,,,,,,,
12295553,,,,,,,,,,,,,
12295554,2,1,7,2,5,,,,,,,,
12295555,2,1,0,7,1,,,,,,,,
12295556,1,1,5,4,,,,,,,,,
12295557,2,2,7,3,2,,,,,,,,
12295558,1,2,8,5,1,,,,,,,,
12295588,3,3,4,6,6,,,,,,,,
12295590,2,2,7,7,,,,,8,,,,
12295591,0,0,2,4,,,,,,,,,
12295592,1,1,8,4,3,,,12,,,,,
12295593,1,2,4,7,6,,,,,6,,,
12295614,1,1,6,1,6,,,,,3,,,
12295719,1,2,4,7,3,,,,,,,,
12295720,3,3,6,6,,,,,,,,,
12295722,3,2,7,8,,,,,7,,,,
12295735,3,2,6,6,,,,,,,,,
12295809,2,2,7,7,,,,,,,,,
12295812,3,3,6,6,,,,,,,,,
12295817,2,3,7,6,,,,9,,,,,
12295820,2,2,6,6,,,,,,,,,
12295821,1,1,4,1,,,,,,,,,
12295822,2,2,7,6,,,,,,,,,
12295823,3,3,7,7,,,,,,,,,
12295824,3,2,2,7,7,,,,,,,,
12295825,0,1,5,6,,,,,,,,,
12295826,3,2,7,4,7,,,,,,,,
12295831,0,0,3,4,,,,,,,,,
12295832,2,1,7,4,3,,,8,,,,,
12295833,3,2,7,6,,,,,,,,,
12295834,0,0,3,2,,,,,,,,,
12295835,1,1,5,2,,,,,,,,,
12295836,3,2,7,7,,,,,,,,,
12295837,3,2,7,6,,,,,,,,,
12295838,1,1,3,3,,,,,,,,,
12295840,0,0,2,1,,,,,,,,,
12295842,2,2,6,7,,,,,,,,,
12295843,0,1,1,,,,,,,,,,
12295844,3,3,6,7,,,,,,,,,
12295845,2,2,6,6,,,,,,,,,
12295846,0,0,2,2,,,,,,,,,
12296103,3,3,6,7,,,,,,,,,
12296104,3,3,7,6,,,,,,,,,
12296105,2,3,8,7,,,,8,,,,,
12296106,2,2,6,3,2,,,,,,,,
12296107,2,2,6,6,,,,,,,,,
12296108,2,1,7,3,4,,,,,,,,
12296109,2,3,4,8,7,,,,,,,,
12296151,1,0,2,1,,,,,,,,,
12296152,0,0,2,5,,,,,,,,,
12296153,0,1,7,6,,,,2,4,,,,
12296154,1,1,4,0,,,,,,,,,
12296155,2,2,2,7,6,,,,,,,,
12296156,2,2,6,8,,,,,,,,,
12296157,0,0,1,2,,,,,,,,,
12296158,1,1,3,3,,,,,,,,,
12296178,3,3,7,7,,,,,,,,,
12296179,3,3,7,6,8,,,,5,8,,,
12296180,1,1,5,4,,,,,,,,,
12296181,2,3,7,7,,,,,,,,,
12296182,2,3,6,7,,,,,,,,,
12296183,2,1,5,8,0,,,,7,,,,
12296184,2,3,7,7,,,,,,,,,
12296185,2,2,7,6,,,,,,,,,
12297018,2,3,7,6,,,,,,,,,
12297020,2,3,7,2,7,,,,,,,,
12297021,3,2,4,6,7,,,,,,,,
12297022,3,2,7,6,,,,,,,,,
12297023,2,2,1,7,3,,,,9,,,,
12297024,1,0,3,4,,,,,,,,,
12297025,,,,,,,,,,,,,
12297026,,,,,,,,,,,,,
12297034,2,2,6,5,4,,,,,,,,
12297159,0,0,1,3,,,,,,,,,
12297170,0,0,4,5,,,,,,,,,
12297278,0,0,5,1,,,,,,,,,
12297336,2,1,4,7,2,,,,,,,,
12297534,3,3,7,7,,,,,,,,,
12297556,0,0,2,0,,,,,,,,,
12297559,1,0,2,2,,,,,,,,,
12297572,1,2,3,6,7,,,,,2,,,
12297576,3,3,7,5,6,,,,,,,,
12297589,1,0,4,4,,,,,,,,,
12297590,1,1,4,3,,,,,,,,,
12297602,2,3,4,7,6,,,,,,,,
12297618,2,2,6,2,3,,,,,,,,
12297633,3,3,6,6,,,,,,,,,
12297637,0,0,3,2,,,,,,,,,
12297638,0,0,1,2,,,,,,,,,
12297639,3,3,7,6,,,,,,,,,
12297640,0,0,3,3,,,,,,,,,
12297641,2,3,7,7,,,,,,,,,
12297668,3,2,6,6,,,,,,,,,
12297671,0,0,1,1,,,,,,,,,
12297674,2,2,7,6,6,,,7,,,,,
12297681,1,2,1,7,6,,,,,,,,
12297684,1,0,3,1,,,,,,,,,
12297685,0,1,3,1,,,,,,,,,
12297726,2,3,6,7,,,,,,,,,
12297727,2,3,6,7,,,,,,,,,
12297740,3,2,6,7,,,,,,,,,
12297741,2,3,7,7,,,,,,,,,
12297748,1,2,6,4,3,,,,,,,,
12297768,2,2,7,5,,,,,,,,,
12297824,1,0,5,3,,,,,,,,,
12297825,0,0,1,3,,,,,,,,,
12297826,,,,,,,,,,,,,
12297827,2,2,7,8,,,,,7,,,,
12297828,3,2,8,6,,,,7,,,,,
12297842,2,1,0,7,3,,,,7,,,,
12297843,3,3,7,7,,,,,,,,,
12297844,3,3,6,8,,,,,,,,,
12297878,1,1,3,0,,,,,,,,,
12297879,1,2,7,6,5,,,,,,,,
12297880,3,2,7,8,,,,,,,,,
12297881,1,1,3,1,,,,,,,,,
12297903,0,0,1,3,,,,,,,,,
12297924,0,0,6,6,,,,,5,,,,
12297964,2,3,6,7,,,,,8,,,,
12297965,2,1,8,4,,,,,,,,,
12297966,1,2,2,6,2,,,,,,,,
12297967,3,2,6,6,,,,,,,,,
12297978,0,1,3,4,,,,,,,,,
12297986,2,2,5,8,6,,,,,,,,
12297990,2,3,7,7,,,,,,,,,
12298012,2,2,7,3,2,,,,,,,,
12298014,1,1,7,6,4,,,,,,,,
12298044,1,1,4,2,,,,,,,,,
12298084,2,2,5,7,5,,,,,,,,
12298086,2,2,7,6,,,,,,,,,
12298087,0,0,0,3,,,,,,,,,
12298088,2,1,8,3,5,,,7,,,,,
12298097,1,1,5,7,1,,,,,,,,
12298098,1,0,3,4,,,,,,,,,
12298099,2,2,6,6,,,,,,,,,
12298100,2,1,5,7,4,,,,,,,,
12298101,3,3,6,6,6,,,,6,,,,
12298103,0,1,7,2,,,,7,,,,,
12298149,0,1,4,2,,,,,,,,,
12298150,3,2,6,7,,,,,,,,,
12298151,2,2,7,4,2,,,,,,,,
12298152,1,2,7,5,6,,,,,,,,
12298153,2,2,6,6,,,,,,,,,
12298187,2,3,6,7,,,,,,,,,
12298211,2,3,6,7,,,,,,,,,
12298213,3,3,7,1,7,,,,,,,,
12298214,0,0,1,4,,,,,,,,,
12298215,2,2,6,6,,,,,,,,,
12298221,3,3,6,7,,,,,7,,,,
12298225,1,1,2,4,,,,,,,,,
12298245,3,2,8,6,,,,,,,,,
12298247,0,0,4,1,,,,,,,,,
12298275,0,0,7,1,,,,4,,,,,
12298276,0,1,7,6,,,,5,,,,,
12298277,,,,,,,,,,,,,
12298278,0,1,2,4,,,,,,,,,
12298279,3,3,6,1,8,,,,,8,,,
12298336,0,0,1,2,,,,,,,,,
12298337,1,0,1,1,,,,,,,,,
12298341,3,2,7,7,,,,,,,,,
12298343,1,1,2,4,,,,,,,,,
12298345,2,2,7,7,7,,,2,,,,,
12298371,3,3,6,7,,,,,,,,,
12298372,1,1,3,4,,,,,,,,,
12298375,0,0,5,6,,,,,,,,,
12298376,1,1,2,0,,,,,,,,,
12298406,0,1,5,2,,,,,,,,,
12298407,2,3,7,6,,,,,,,,,
12298410,1,0,3,1,,,,,,,,,
12298411,3,2,6,6,,,,,,,,,
12298430,2,2,8,6,3,,,9,,,,,
12298434,1,0,4,3,,,,,,,,,
12298436,1,2,7,5,3,,,,,,,,
12298438,3,2,6,6,,,,,,,,,
12298445,0,0,2,4,,,,,,,,,
12298447,2,2,6,7,,,,,,,,,
12298448,3,2,6,6,,,,,,,,,
12298449,3,3,4,7,7,,,,,,,,
12298450,1,1,3,5,,,,,,,,,
12298451,3,2,7,6,,,,,,,,,
12298452,1,1,3,1,,,,,,,,,
12298457,1,1,5,2,,,,,,,,,
12298492,1,1,3,2,,,,,,,,,
12298541,2,3,8,7,,,,8,,,,,
12298630,3,2,6,6,,,,,,,,,
12298718,1,0,2,3,,,,,,,,,
12298767,2,2,7,7,,,,,,,,,
12298791,0,1,7,3,,,,11,,,,,
12260078,2,1,6,3,2,,,,,,,,
12260081,1,2,2,6,4,,,,,,,,
12260083,,,,,,,,,,,,,
12260084,1,2,7,,,,,,,,,,
12261592,0,0,1,3,,,,,,,,,
12261593,2,2,2,8,8,,,,,7,,,
12261594,2,3,6,6,,,,,,,,,
12276773,1,1,6,6,,,,,,,,,
12276774,0,1,1,6,,,,,6,,,,
12276775,2,3,6,6,,,,,,,,,
12276783,3,3,7,3,7,,,,,,,,
12276806,1,1,2,4,,,,,,,,,
12276807,1,2,1,7,5,,,,,,,,
12276813,2,2,7,5,2,,,,,,,,
12276814,0,0,6,0,,,,,,,,,
12276815,0,1,5,,,,,,,,,,
12276816,0,0,4,0,,,,,,,,,
12276818,1,1,3,5,,,,,,,,,
12276819,0,1,6,2,,,,,,,,,
12276824,,,,,,,,,,,,,
12276828,1,1,4,4,,,,,,,,,
12276829,1,0,7,3,,,,3,,,,,
12276830,,,,,,,,,,,,,
12276832,3,2,7,7,,,,,,,,,
12276833,1,1,7,1,6,,,,,,,,
12276834,1,2,6,7,3,,,,,,,,
12276835,0,0,3,4,,,,,,,,,
12276836,3,3,6,7,,,,,,,,,
12276838,2,1,4,7,3,,,,,,,,
12276839,3,2,6,8,,,,,7,,,,
12276841,3,2,7,8,,,,8,,,,,
12276844,1,0,5,6,,,,,7,,,,
12276846,1,2,4,6,7,,,,,4,,,
12276855,1,1,7,4,,,,5,,,,,
12276856,3,3,7,7,,,,,,,,,
12276857,2,2,7,7,,,,,,,,,
12276858,,,,,,,,,,,,,
12276861,2,2,7,2,2,,,,,,,,
12276862,1,1,3,7,4,,,,7,,,,
12276863,1,0,3,4,,,,,,,,,
12276864,3,3,7,7,,,,,7,,,,
12276865,3,2,2,7,7,,,,,,,,
12276866,1,2,1,6,3,,,,,,,,
12276924,3,3,7,7,,,,,,,,,
12276925,2,2,7,7,,,,,,,,,
12276926,3,2,7,2,7,,,,,,,,
12276927,1,0,4,4,,,,,,,,,
12276928,2,2,4,8,3,,,,,,,,
12276929,1,1,8,6,4,,,8,,,,,
12276934,2,3,7,7,,,,,,,,,
12276937,1,1,3,2,,,,,,,,,
12276938,2,1,1,7,1,,,,,,,,
12276974,2,3,3,7,6,,,,,,,,
12276975,0,1,4,0,,,,,,,,,
